split,path,stem,size_bytes,sha256,line_count,object_count,status
train,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_6_crop1.txt,01-PAN-20240422-253-245-L00000010552-CCD5_6_crop1,37,a79a6b14e34dfad36abc6abdcdc150722743ace9758cde5ef393338b63b3552e,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop1.txt,01-PAN-20240423-029-368-L00000011028-CCD29_4_crop1,661,85a88417e9340aa6270c57c9cda60998a96678a084183b492768cd24a9363ce6,17,17,ok
train,shiyan/data/labels/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop2.txt,01-PAN-20240423-029-368-L00000011028-CCD29_4_crop2,115,d4013069c8731916c024e5fa7a6d552386f29801f692464f791379e36662c2c1,3,3,ok
train,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1.txt,01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1,37,1e0ee5b7ccd300aef9f34a1c9974aed16aa3f9d9208f7a67f8eaee6621a09832,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD15_5_crop1.txt,01-PAN-20240423-439-569-L00000011327-CCD15_5_crop1,37,4e1ca8225a7dee883e517a8c262893e7f41b6eb8ac1c3751ae280c0994d8066b,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop1.txt,01-PAN-20240423-439-569-L00000011327-CCD16_5_crop1,37,a4771019849986bb45d3a7f353609ea9e036d12098f8a47107a4f0edb7baa764,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop2.txt,01-PAN-20240423-439-569-L00000011327-CCD16_5_crop2,37,dcab2cd328490237981badf13485f75949c813ff66232562f7f8124e9fb73a3d,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop1.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop1,76,ec835746ff5297547c484cfbb35d2c4b1b6d1868dfd923dc1da164b74410e10b,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop2.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop2,37,fa53bf8e10e841b3339164ed1f06ccfce54c6afe016f85aaa81609ffeae2ba8c,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop4.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop4,76,4fca999b5b3f1116f5c906aab9eaba4bf4ae6176bc3d4005baffbda283418286,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1.txt,01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1,37,d38bf75092a969f66bd225214f7df6606dd53cfe9d4b96cd615b47d94816685d,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop1.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop1,37,403a64febc3efc6bc19d34328b7293e7d12855addcc55a16b0db248237c0b7f3,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop2.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop2,37,42f2e765f36545cf4451a2128e3f56a69fb721c7f18315a949c87ecce6f8f7e8,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop3.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop3,76,b364536f9812b62b4903829f31a092a5887c916c8196d46fd231271875b29935,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD20_2_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD20_2_crop1,37,e354d293696e530db05c830d06c55fcd3d288183331c1d68f0d4985524497b3f,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD20_4_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD20_4_crop1,37,5893bcfeeb7cc2d889b2c69a64a39a05bd8a80645dc3562c066013c9ff6a9095,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD21_3_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD21_3_crop1,37,50471831d9cef6fb81a7f154280893c1c691960895a673535e09e58281da78cd,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3.txt,01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3,37,5d2ac7f59d6ee947c71a084e5a838e649e09d370fd3d7cd30164b3efd4107ff9,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1.txt,01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1,76,d631fb3f46f4e110941bcde0d07e581d8125a8dcfc1eb474a1632776f117c50f,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240430-104-343-L00000011530-CCD26_4_crop1.txt,01-PAN-20240430-104-343-L00000011530-CCD26_4_crop1,37,cd604178a8a49e180a5c24d46edf9bf49b90733af19033a044a7515a3545966d,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-104-348-L00000011535-CCD29_3_crop1.txt,01-PAN-20240430-104-348-L00000011535-CCD29_3_crop1,37,21b058ae6ba4ddfa9261183905ff99549c0527c2cb843b95a150ff112b58138e,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-104-349-L00000011536-CCD22_4_crop1.txt,01-PAN-20240430-104-349-L00000011536-CCD22_4_crop1,37,fbbc4989fac3728f2f7bf3bea691ff61bba188b5efe138c89d27fdc5c688fdb4,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-227-632-L00000011561-CCD30_5_crop1.txt,01-PAN-20240430-227-632-L00000011561-CCD30_5_crop1,37,f30c5a44d152590f39e9f235581554515744804d13bba6bcaf42447347169789,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-227-632-L00000011561-CCD30_6_crop2.txt,01-PAN-20240430-227-632-L00000011561-CCD30_6_crop2,37,9a15db5baba4ef9ea526b472d3a1fde2c737a7579ab519949c30e0431ee52e51,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240430-297-348-L00000011339-CCD16_6_crop1.txt,01-PAN-20240430-297-348-L00000011339-CCD16_6_crop1,37,100904fe6db59d87f69a04a48efb0ff614bd3d66316d5e76245eedfe81aeb794,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD4_1_crop1,37,a44bd570a23d250b1cecd4fa2f3f82ca20327137d046e4592411077158c42124,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD4_1_crop2,37,de3b412e07a17db037e5df9bd5bb3d4659fda9ef2e20221e89fe71e86b2808a2,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_3_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD4_3_crop1,37,e3a4687a9cfd9c76e4d082be06b211fae9ac9afe3e61d57618e1623ea6a5ccd4,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop1,37,1b24a4f9bf666644f55ec41f4659b9c6d75bf8b9bdce53219a6ca0ffc2a15513,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop2,37,b39277e8eb2197463b7eea08d8d3f88d3f79bd42905ef407ada219ad36b09bf1,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop3.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop3,37,35686c8f6620b967e76c07afece4b80bd61fed23b630d14c0cd07e4eba6d9ed6,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_3_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_3_crop1,37,d7ba0d1e6baf3833cb4cb529cb71a7debd7e1c8909046a01245dae38ef110f46,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_5_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_5_crop1,37,43767e578fd49c2bfc43c376032e0fb3592dd9cd59e75bfc84f64a2d3bb6fbfa,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD9_1_crop1,37,b4f0acd06315f600fca875f3d0c4a41aec0f9ff540c57266801230c30048dc87,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD9_1_crop2,37,768e49b4ea481d099de559572411a77f377497691d442d79334cf908862decab,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD9_2_crop2,37,025a58d1ed1970672b657fed0c6e7bd74f360c759ef32c2b753bf263d3b1fdf7,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop3.txt,01-PAN-20240506-094-666-L00000011756-CCD9_2_crop3,37,6f6adba0befe29dde4c98e973dc39168fd5b0a60e413e863a9dace63017a5369,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1.txt,01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1,76,17a74a5023f11f26925e3d082e031571e1208c34f45b6d135fde12630b7f40c6,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2.txt,01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2,76,17f4f0b955f7103e391276d487c4cbbc22aa3f83bf9a04690573084cc312dbfb,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop1.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop1,193,e2dc643382488dd825d105a1e10b0ca87b2c9f31e6549e27fadd38964419296b,5,5,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop10.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop10,76,2055e7a22cb9ce41c575d825edf5dc0813fa4aa2fcec0d13e2e4d142142522a1,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop11.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop11,37,8f05e28d1b43f4d53e73c1eea4a9329f2ae515fb8064468c263dd8f23a79386f,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop2.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop2,115,4320c0c5263fc013258fc6d97adf54cbca91f0aa266cdb89711ada5559e3a3d4,3,3,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop5.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop5,154,caf19916db754d14954d2a14cce084fa98deb6531103d9b16d066b8563321209,4,4,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop7.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop7,76,20091558e6caa04287ec478a2ac349069c09ece626914fc35d9ffd9dfb3d32d4,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop8.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop8,76,bcdec1e826620a7d78c63dbe1e0946493a13a15f4eaee3ac77258366caccf4ce,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop9.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop9,115,3a0ede86cb416940276d067a296844885427682fb63d4ad94454fa7378ba74df,3,3,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_4_crop1.txt,01-PAN-20240506-124-321-L00000011847-CCD28_4_crop1,37,ac1402ec8ba62a2ffba28d561a1c323c955928aa8dceb7da5f0ccf5177b2450c,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_5_crop2.txt,01-PAN-20240506-124-321-L00000011847-CCD28_5_crop2,37,3266f26d4036ec3c74e60c18da04ffab6d373a4c198861b2ab35059800b415fe,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_5_crop3.txt,01-PAN-20240506-124-321-L00000011847-CCD28_5_crop3,37,1cd9b7b851fa36b30e95935d49135f4e292ef048f3c166f559f7b8d9c65d3074,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_5_crop4.txt,01-PAN-20240506-124-321-L00000011847-CCD28_5_crop4,37,046317d11be2b2bad988ad9bbef9d6801fc405f5019ff9c1e4f6a85c9f1c4b7e,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_5_crop5.txt,01-PAN-20240506-124-321-L00000011847-CCD28_5_crop5,37,2d786fb0441beca788946be43f0e86f16b6d2424beb6e0d83d627368d5aa95cf,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD28_5_crop6.txt,01-PAN-20240506-124-321-L00000011847-CCD28_5_crop6,37,7508b30394169197a204280db31105d10344f1a6db92f3e624542a7a74ad64b4,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD29_4_crop1.txt,01-PAN-20240506-124-321-L00000011847-CCD29_4_crop1,37,0457fead9b1aee1db4222dc138969ae95aa8be8c6fbf1562a56bef455b93b9f1,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240506-124-321-L00000011847-CCD29_5_crop1.txt,01-PAN-20240506-124-321-L00000011847-CCD29_5_crop1,37,5a534fdcd1f1d4b1158044700d8a03784127ea386e5edc4b37f4d0ee35c1eda8,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240510-097-233-L00000012258-CCD1_2_crop2.txt,01-PAN-20240510-097-233-L00000012258-CCD1_2_crop2,37,5a03df13e775fb22acf6d0c7b919fea89af7932c54d2af9203867ec4a30a8037,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240510-097-233-L00000012258-CCD2_2_crop1.txt,01-PAN-20240510-097-233-L00000012258-CCD2_2_crop1,37,dfac628c50b33ea28b4b0cea12750711dd170f6ef96191c7d1d4169314d4a982,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-122-548-L00000012428-CCD26_5_crop2.txt,01-PAN-20240511-122-548-L00000012428-CCD26_5_crop2,37,b96d1a9845e3a86d95f0e30c2593e20e08902bdc825a4cee0c5b5cf4f60f8c4a,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-122-548-L00000012428-CCD26_5_crop3.txt,01-PAN-20240511-122-548-L00000012428-CCD26_5_crop3,37,9370b620670f6280dda6a070ea764149504579dd49f3fe9840c18ca8701b86f7,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-122-548-L00000012428-CCD27_5_crop2.txt,01-PAN-20240511-122-548-L00000012428-CCD27_5_crop2,37,1edd541b347d78c3df78dc6ec00cee027015776f5cedda7303c5038246776443,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-122-548-L00000012428-CCD27_6_crop1.txt,01-PAN-20240511-122-548-L00000012428-CCD27_6_crop1,37,f043d2b4c7864473d5a4856dbd6b16b4ad2acc12c37fd96792a06ae48838d7d3,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-122-548-L00000012428-CCD28_5_crop1.txt,01-PAN-20240511-122-548-L00000012428-CCD28_5_crop1,37,c7c589ba9605aca7cdac9d5647d68de7a0994409f8f65322f4d9fcf5f774585a,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-152-202-L00000012357-CCD23_5_crop1.txt,01-PAN-20240511-152-202-L00000012357-CCD23_5_crop1,37,359507d0852d279cfa20a184a1cd363387b2dbd376db6248d13a328a47b7e8c1,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.txt,01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2,76,5a54b9cecf302bcf1b447a671d7362e2b22ad226238cee3ed7edaf4522dc7cb6,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-689-L00000012464-CCD29_5_crop2.txt,01-PAN-20240513-108-689-L00000012464-CCD29_5_crop2,37,4062ed49a5efe0a3d8bdf17edb00aee56d4f347fa5ecd93e06c69333a6614277,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-689-L00000012464-CCD29_6_crop1.txt,01-PAN-20240513-108-689-L00000012464-CCD29_6_crop1,37,2211c5b53f4971899a22146e52278538fdb56b7a67c3ed4599d918c20a01a14d,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-689-L00000012464-CCD29_6_crop2.txt,01-PAN-20240513-108-689-L00000012464-CCD29_6_crop2,37,dd2f936b0317b32848f24b018784aefe00355c179e2566808a2b3ae732ad4ddf,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD28_2_crop1.txt,01-PAN-20240513-108-690-L00000012465-CCD28_2_crop1,37,063657b6bbf42c6c83fcf461de0115a342d5f25455a53c129fd188c4f25d04fc,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD28_2_crop2.txt,01-PAN-20240513-108-690-L00000012465-CCD28_2_crop2,37,cf7d7eecce9a8368f56c272503df190342962840aea04b1f06e773fd1e880304,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD28_2_crop3.txt,01-PAN-20240513-108-690-L00000012465-CCD28_2_crop3,37,3f108a9507236cbbc47ba7772e806e7ed8e04ce251d464824a5edf848e23a576,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD28_3_crop2.txt,01-PAN-20240513-108-690-L00000012465-CCD28_3_crop2,154,66ba4940370e57232ef9117140efe0a42a5399345c3bae397c1b24a8fcd89a74,4,4,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD28_3_crop4.txt,01-PAN-20240513-108-690-L00000012465-CCD28_3_crop4,76,aa6dc8209e0883fd0587ef1a7b6e690b994f038ed35f42ffff4d4b6e14b39c96,2,2,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD29_1_crop2.txt,01-PAN-20240513-108-690-L00000012465-CCD29_1_crop2,37,a95b2200993d6bef8e6ff4d881100138fb976201bd39cb7518911cced74b25a5,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD29_1_crop4.txt,01-PAN-20240513-108-690-L00000012465-CCD29_1_crop4,37,a0485cfd4137bbb6afe92319bbcc497e8d398f5e7b059a6eb489658fe355d18a,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD29_1_crop5.txt,01-PAN-20240513-108-690-L00000012465-CCD29_1_crop5,37,51423511a067276bbefa1861f2f184cc3fde2499eb827ef1e037d82ee8e1963f,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD29_3_crop2.txt,01-PAN-20240513-108-690-L00000012465-CCD29_3_crop2,37,eda464b7d520eb7d317b7eb2ee7d0458d2122bf39a74869e30d1089d804ec837,1,1,ok
train,shiyan/data/labels/train/01-PAN-20240513-108-690-L00000012465-CCD29_3_crop3.txt,01-PAN-20240513-108-690-L00000012465-CCD29_3_crop3,37,622df67b62f32ec0d3277bcdfa32b62c2320ddc4c43f962fed3f0d430b15e6d1,1,1,ok
