"new_stem","old_image_name","old_label_name","source_label_sha256","mapped_label_sha256"
"0013","01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.jpg","01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.txt","229aea4b4b7be17b2cd50be31b34ba4d98dd3ca59f57049eaa9f04994d85b533","229aea4b4b7be17b2cd50be31b34ba4d98dd3ca59f57049eaa9f04994d85b533"
"0014","01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.jpg","01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.txt","4f6e0f4e55b9cc30243d2a2bbdfcacc9c3108c760475164956c72179724b2f9b","4f6e0f4e55b9cc30243d2a2bbdfcacc9c3108c760475164956c72179724b2f9b"
"0015","01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg","01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt","b3ef725945ca0abc59a8c9fa1965e8d1f5fb1a27920dedb07295956ff0440635","b3ef725945ca0abc59a8c9fa1965e8d1f5fb1a27920dedb07295956ff0440635"
"0016","01-PAN-20240420-113-325-L00000010882-CCD4_5_crop2.jpg","01-PAN-20240420-113-325-L00000010882-CCD4_5_crop2.txt","bd748155976efb8cdd4a68e706ee7fde8c623b0814cdc85f3e541cd07aa19b6b","bd748155976efb8cdd4a68e706ee7fde8c623b0814cdc85f3e541cd07aa19b6b"
"0017","01-PAN-20240420-113-325-L00000011195-CCD1_4_crop1.jpg","01-PAN-20240420-113-325-L00000011195-CCD1_4_crop1.txt","088b8337d9993455bd183183508aded8e4c6174da9ee62eb4efc2adb6b77527c","088b8337d9993455bd183183508aded8e4c6174da9ee62eb4efc2adb6b77527c"
"0020","01-PAN-20240421-423-694-L00000010874-CCD21_3_crop1.jpg","01-PAN-20240421-423-694-L00000010874-CCD21_3_crop1.txt","77d61cab53d7713c96f960f33d6885d139a5a8c9e3c2653ce823fb00e443328f","77d61cab53d7713c96f960f33d6885d139a5a8c9e3c2653ce823fb00e443328f"
"0021","01-PAN-20240421-423-694-L00000010874-CCD21_3_crop2.jpg","01-PAN-20240421-423-694-L00000010874-CCD21_3_crop2.txt","cbefb0fcb9bbba2ef0bd4285c1c059efd99da4c1629b7c0c3ff93d8acd83333a","cbefb0fcb9bbba2ef0bd4285c1c059efd99da4c1629b7c0c3ff93d8acd83333a"
"0022","01-PAN-20240421-423-694-L00000010874-CCD22_2_crop1.jpg","01-PAN-20240421-423-694-L00000010874-CCD22_2_crop1.txt","a5acfe5a5f631d0d1ac59d1ac256e8834c120adbb7de74e220b7bada5bb3ebb1","a5acfe5a5f631d0d1ac59d1ac256e8834c120adbb7de74e220b7bada5bb3ebb1"
"0023","01-PAN-20240421-423-694-L00000010874-CCD22_2_crop2.jpg","01-PAN-20240421-423-694-L00000010874-CCD22_2_crop2.txt","adf0749061c7df9e64054a143264ec1d790976d49e43af31e1ce97b07fc77642","adf0749061c7df9e64054a143264ec1d790976d49e43af31e1ce97b07fc77642"
"0040","01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1.jpg","01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1.txt","d38bf75092a969f66bd225214f7df6606dd53cfe9d4b96cd615b47d94816685d","d38bf75092a969f66bd225214f7df6606dd53cfe9d4b96cd615b47d94816685d"
"0047","01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3.jpg","01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3.txt","5d2ac7f59d6ee947c71a084e5a838e649e09d370fd3d7cd30164b3efd4107ff9","5d2ac7f59d6ee947c71a084e5a838e649e09d370fd3d7cd30164b3efd4107ff9"
"0067","01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1.jpg","01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1.txt","17a74a5023f11f26925e3d082e031571e1208c34f45b6d135fde12630b7f40c6","17a74a5023f11f26925e3d082e031571e1208c34f45b6d135fde12630b7f40c6"
"0068","01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2.jpg","01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2.txt","17f4f0b955f7103e391276d487c4cbbc22aa3f83bf9a04690573084cc312dbfb","17f4f0b955f7103e391276d487c4cbbc22aa3f83bf9a04690573084cc312dbfb"
"0083","01-PAN-20240506-124-321-L00000011847-CCD29_4_crop1.jpg","01-PAN-20240506-124-321-L00000011847-CCD29_4_crop1.txt","0457fead9b1aee1db4222dc138969ae95aa8be8c6fbf1562a56bef455b93b9f1","0457fead9b1aee1db4222dc138969ae95aa8be8c6fbf1562a56bef455b93b9f1"
"0087","01-PAN-20240511-122-548-L00000012428-CCD26_5_crop2.jpg","01-PAN-20240511-122-548-L00000012428-CCD26_5_crop2.txt","b96d1a9845e3a86d95f0e30c2593e20e08902bdc825a4cee0c5b5cf4f60f8c4a","b96d1a9845e3a86d95f0e30c2593e20e08902bdc825a4cee0c5b5cf4f60f8c4a"
"0088","01-PAN-20240511-122-548-L00000012428-CCD26_5_crop3.jpg","01-PAN-20240511-122-548-L00000012428-CCD26_5_crop3.txt","9370b620670f6280dda6a070ea764149504579dd49f3fe9840c18ca8701b86f7","9370b620670f6280dda6a070ea764149504579dd49f3fe9840c18ca8701b86f7"
"0089","01-PAN-20240511-122-548-L00000012428-CCD27_5_crop2.jpg","01-PAN-20240511-122-548-L00000012428-CCD27_5_crop2.txt","1edd541b347d78c3df78dc6ec00cee027015776f5cedda7303c5038246776443","1edd541b347d78c3df78dc6ec00cee027015776f5cedda7303c5038246776443"
"0092","01-PAN-20240511-152-202-L00000012357-CCD23_5_crop1.jpg","01-PAN-20240511-152-202-L00000012357-CCD23_5_crop1.txt","359507d0852d279cfa20a184a1cd363387b2dbd376db6248d13a328a47b7e8c1","359507d0852d279cfa20a184a1cd363387b2dbd376db6248d13a328a47b7e8c1"
"0093","01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.jpg","01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.txt","5a54b9cecf302bcf1b447a671d7362e2b22ad226238cee3ed7edaf4522dc7cb6","5a54b9cecf302bcf1b447a671d7362e2b22ad226238cee3ed7edaf4522dc7cb6"
"0108","01-PAN-20240513-108-691-L00000012466-CCD27_5_crop1.jpg","01-PAN-20240513-108-691-L00000012466-CCD27_5_crop1.txt","ff9a00c52b5d708bd76f04e27dd79b5822821305e23e220937d05ec5db335e2b","ff9a00c52b5d708bd76f04e27dd79b5822821305e23e220937d05ec5db335e2b"
"0109","01-PAN-20240513-108-691-L00000012466-CCD27_5_crop2.jpg","01-PAN-20240513-108-691-L00000012466-CCD27_5_crop2.txt","d5f8f18f5a6bb322ce5a6043fb4ae200b371a35faa60f64cab222a441b5f6e3b","d5f8f18f5a6bb322ce5a6043fb4ae200b371a35faa60f64cab222a441b5f6e3b"
"0128","01-PAN-20240513-456-301-L00000012440-CCD2_4_crop1.jpg","01-PAN-20240513-456-301-L00000012440-CCD2_4_crop1.txt","f3081281675ca6df6e04ac30417f47efc62672abdbbcf7655736a06458f61528","f3081281675ca6df6e04ac30417f47efc62672abdbbcf7655736a06458f61528"
"0174","01-PAN-20240513-456-304-L00000012443-CCD5_1_crop1.jpg","01-PAN-20240513-456-304-L00000012443-CCD5_1_crop1.txt","7e425b9fe925077cc98ab6cbbe06269a7260f7ee78e9ec90089d36295d1778c1","7e425b9fe925077cc98ab6cbbe06269a7260f7ee78e9ec90089d36295d1778c1"
"0228","01-PAN-20240513-456-305-L00000012444-CCD16_4_crop1.jpg","01-PAN-20240513-456-305-L00000012444-CCD16_4_crop1.txt","73b5187fb33f97cd37f49bca9d49d05aac547d84237480a65f3bb4659aad350e","73b5187fb33f97cd37f49bca9d49d05aac547d84237480a65f3bb4659aad350e"
"0232","01-PAN-20240513-456-306-L00000012445-CCD25_2_crop1.jpg","01-PAN-20240513-456-306-L00000012445-CCD25_2_crop1.txt","00e7153d00a68f510a91224815706036877d649de725676d1ad9fd811ca8ba1b","00e7153d00a68f510a91224815706036877d649de725676d1ad9fd811ca8ba1b"
"0250","01-PAN-20240513-456-307-L00000012446-CCD30_2_crop1.jpg","01-PAN-20240513-456-307-L00000012446-CCD30_2_crop1.txt","30e8b93fc2f96e0c55d8df56d17774ea0747bcc56eb373f22bcf3f60bac175ae","30e8b93fc2f96e0c55d8df56d17774ea0747bcc56eb373f22bcf3f60bac175ae"
"0285","01-PAN-20240514-294-365-L00000012485-CCD11_3_crop1.jpg","01-PAN-20240514-294-365-L00000012485-CCD11_3_crop1.txt","a7796eabac44918bd404e8fd766d9e679ad6f1fba175a378db97917090a000a6","a7796eabac44918bd404e8fd766d9e679ad6f1fba175a378db97917090a000a6"
"0290","01-PAN-20240514-449-302-L00000012639-CCD30_5_crop1.jpg","01-PAN-20240514-449-302-L00000012639-CCD30_5_crop1.txt","e668109bfb1959a4926a052fa6285cdc01ef97c0b67a9ba12b81e0995ae648ea","e668109bfb1959a4926a052fa6285cdc01ef97c0b67a9ba12b81e0995ae648ea"
"0312","01-PAN-20240514-449-308-L00000012645-CCD15_3_crop2.jpg","01-PAN-20240514-449-308-L00000012645-CCD15_3_crop2.txt","7163ba626cb41654c90bdfa094c312d336e3bcf0a3d902dc3b41be560f57c7ed","7163ba626cb41654c90bdfa094c312d336e3bcf0a3d902dc3b41be560f57c7ed"
"0328","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop1.jpg","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop1.txt","d10918fac036e57187896fcf657ae3db4f3a46b95de522b694c43f0e69637d50","d10918fac036e57187896fcf657ae3db4f3a46b95de522b694c43f0e69637d50"
"0329","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop2.jpg","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop2.txt","6228131da5376f2477c935705334246fc532f7616596840fdcea4d805227acab","6228131da5376f2477c935705334246fc532f7616596840fdcea4d805227acab"
"0330","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop3.jpg","01-PAN-20240514-449-311-L00000012648-CCD22_2_crop3.txt","a16dd981450fde05dd11fafee6a679d9eca975e3820c5b276395726ebbdd88e4","a16dd981450fde05dd11fafee6a679d9eca975e3820c5b276395726ebbdd88e4"
"0331","01-PAN-20240514-449-311-L00000012648-CCD22_3_crop1.jpg","01-PAN-20240514-449-311-L00000012648-CCD22_3_crop1.txt","8f8622e6507c40b631f406e43914e61affc3da73cf97c1eb11281176a9078492","8f8622e6507c40b631f406e43914e61affc3da73cf97c1eb11281176a9078492"
"0332","01-PAN-20240514-449-311-L00000012648-CCD22_3_crop2.jpg","01-PAN-20240514-449-311-L00000012648-CCD22_3_crop2.txt","1a8f47e905243ba0b617d115e45a5a34c00289735188042c9b378657dec36602","1a8f47e905243ba0b617d115e45a5a34c00289735188042c9b378657dec36602"
"0334","01-PAN-20240514-449-311-L00000012648-CCD31_1_crop1.jpg","01-PAN-20240514-449-311-L00000012648-CCD31_1_crop1.txt","c88d140cb9ba05303a34b3d51ec1d3bf82428eef86afe23c7720a55f3e03689e","c88d140cb9ba05303a34b3d51ec1d3bf82428eef86afe23c7720a55f3e03689e"
"0335","01-PAN-20240514-449-311-L00000012648-CCD31_2_crop1.jpg","01-PAN-20240514-449-311-L00000012648-CCD31_2_crop1.txt","97c13b30ea7aceef3e3d4aeac4b813be0ba9563741486587e1d4cabece757f33","97c13b30ea7aceef3e3d4aeac4b813be0ba9563741486587e1d4cabece757f33"
"0336","01-PAN-20240514-449-311-L00000012648-CCD31_2_crop2.jpg","01-PAN-20240514-449-311-L00000012648-CCD31_2_crop2.txt","33c810060a242a5d3caecbbb61f5393a0a60582b622349c8d1e37e04b03ac666","33c810060a242a5d3caecbbb61f5393a0a60582b622349c8d1e37e04b03ac666"
"0351","01-PAN-20240515-001-331-L00000012635-CCD19_6_crop2.jpg","01-PAN-20240515-001-331-L00000012635-CCD19_6_crop2.txt","524895eda9cbcb8e32775f5534ca0def2cb60d2eab5c4b20707ab0621f0b3401","524895eda9cbcb8e32775f5534ca0def2cb60d2eab5c4b20707ab0621f0b3401"
"0352","01-PAN-20250118-471-374-L00000075006-CCD18_4_crop1.jpg","01-PAN-20250118-471-374-L00000075006-CCD18_4_crop1.txt","148fd8e1bc82f08fd4686c044978928141125485782352b898d362a76ce9f721","148fd8e1bc82f08fd4686c044978928141125485782352b898d362a76ce9f721"
"0373","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop1.jpg","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop1.txt","39ad38be257126839b27e438a784f80b84eb066cc5c73bb22842a5bbb53b97a1","39ad38be257126839b27e438a784f80b84eb066cc5c73bb22842a5bbb53b97a1"
"0374","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop2.jpg","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop2.txt","f4600a80439dd8cc3e8f69697279365df084ef21d38eecaeda0c9dba79decf51","f4600a80439dd8cc3e8f69697279365df084ef21d38eecaeda0c9dba79decf51"
"0375","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop3.jpg","01-PAN-20250210-441-302-L00000100998-CCD18_4_crop3.txt","54115d658d2c5fe2ec1122143e95cdabc2e461e46c0c8f007dcefdfff2065f27","54115d658d2c5fe2ec1122143e95cdabc2e461e46c0c8f007dcefdfff2065f27"
"0397","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop1.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop1.txt","500858275aa455062728859ec27a9d80b80124dbf5f47bed9d2065756ddb019d","500858275aa455062728859ec27a9d80b80124dbf5f47bed9d2065756ddb019d"
"0398","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop2.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop2.txt","15f7d3e7f2d727413e27c95136c6e919d39a525ab7a2b07059e28be97cd48e36","15f7d3e7f2d727413e27c95136c6e919d39a525ab7a2b07059e28be97cd48e36"
"0399","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop3.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop3.txt","97eb939dc0a69f976b972ed70626afa0bbdd03c6953cbfe9230f209aa63f18cb","97eb939dc0a69f976b972ed70626afa0bbdd03c6953cbfe9230f209aa63f18cb"
"0400","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop4.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop4.txt","635c98eb5423c454252751764d935e37a104f0ccf6f838354b879910af083637","635c98eb5423c454252751764d935e37a104f0ccf6f838354b879910af083637"
"0401","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop5.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_5_crop5.txt","faf6dc83423ec45d4a4bf8b5ed8b71e51b1b8f87e729ac6e483c60280657dd73","faf6dc83423ec45d4a4bf8b5ed8b71e51b1b8f87e729ac6e483c60280657dd73"
"0402","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop1.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop1.txt","0c8e17b352881f5f752beae9bbf2eacd93f3ea8c2840541d22ea7dc6a28f558f","0c8e17b352881f5f752beae9bbf2eacd93f3ea8c2840541d22ea7dc6a28f558f"
"0403","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop2.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop2.txt","600a32b7f54743298642e76ed3d51e12eff641e87c6479064c21730c8b7f776d","600a32b7f54743298642e76ed3d51e12eff641e87c6479064c21730c8b7f776d"
"0404","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop3.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop3.txt","fd2ff6017f497b08551f64411efcd081e24a84bec0f492beed04f6b6437f685a","fd2ff6017f497b08551f64411efcd081e24a84bec0f492beed04f6b6437f685a"
"0405","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop4.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop4.txt","4b7264f5a3c0bf8e3eee0744e72b6e00c9c3cfafaa4148387a189bb860ee61af","4b7264f5a3c0bf8e3eee0744e72b6e00c9c3cfafaa4148387a189bb860ee61af"
"0406","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop5.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop5.txt","0a7ba71c78f92cfb30a0a4418241468aceaceeb3754e0b17d9d9626d90f13788","0a7ba71c78f92cfb30a0a4418241468aceaceeb3754e0b17d9d9626d90f13788"
"0407","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop6.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop6.txt","6043dca5b0e55a3bf5da49a039cb10c075c6ccbcc5ea1677f533dbb7e7284982","6043dca5b0e55a3bf5da49a039cb10c075c6ccbcc5ea1677f533dbb7e7284982"
"0408","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop7.jpg","01-PAN-20250210-441-302-L00000100998-CCD25_6_crop7.txt","bf9bd718d0a39c1d4102c487c16d1b5f97e14fc6421bd48e1327d3959ce85a98","bf9bd718d0a39c1d4102c487c16d1b5f97e14fc6421bd48e1327d3959ce85a98"
"0455","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop1.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop1.txt","a631dc402d4df93002e0acecbe3d7db905639c188180a20823d0d3d207e5c20f","a631dc402d4df93002e0acecbe3d7db905639c188180a20823d0d3d207e5c20f"
"0456","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop2.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop2.txt","0f2ee971fab994d47cc9e4c3abe714fd5a1c16e449284d40910381e5395060e5","0f2ee971fab994d47cc9e4c3abe714fd5a1c16e449284d40910381e5395060e5"
"0457","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop3.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop3.txt","1bb2a9885e14327b070792f234d3757a8abb4d075a3d763fab7b6405cc1052f6","1bb2a9885e14327b070792f234d3757a8abb4d075a3d763fab7b6405cc1052f6"
"0458","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop4.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop4.txt","ccd121f79154a1a3e94351c0bd0ab9f0824f4e6c556350b673a8d0cdd72aea18","ccd121f79154a1a3e94351c0bd0ab9f0824f4e6c556350b673a8d0cdd72aea18"
"0459","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop5.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop5.txt","312af73a17686ca75db9fe25f164a1681ee2274b66223f623bec5bab70c72163","312af73a17686ca75db9fe25f164a1681ee2274b66223f623bec5bab70c72163"
"0460","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop6.jpg","01-PAN-20250328-462-375-L00000101102-CCD20_2_crop6.txt","298408bf2e0d431add284ea9b09c7b830842d624a3c67cf5d95d9d42d786c138","298408bf2e0d431add284ea9b09c7b830842d624a3c67cf5d95d9d42d786c138"
"0467","01-PAN-20250403-166-186-L00000098801-CCD17_3_crop1.jpg","01-PAN-20250403-166-186-L00000098801-CCD17_3_crop1.txt","a71e141533a9b06d78aef03515dd9e078a9b85b531ae9e290667c1a8f953d9a3","a71e141533a9b06d78aef03515dd9e078a9b85b531ae9e290667c1a8f953d9a3"
"0468","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop1.jpg","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop1.txt","ec9917271ca0c9d044b98f15a3df8ca1685e2ef183cedd1868184f6c22278c37","ec9917271ca0c9d044b98f15a3df8ca1685e2ef183cedd1868184f6c22278c37"
"0469","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop2.jpg","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop2.txt","9cbaa509ce7afe3ed41b6e86256a73d643e8c54299cdae316cdf065d252043e9","9cbaa509ce7afe3ed41b6e86256a73d643e8c54299cdae316cdf065d252043e9"
"0470","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop3.jpg","01-PAN-20250404-004-390-L00000099138-CCD21_3_crop3.txt","52b11b46ffac5ee6178e9fdd2488307aee1ac9a7f0f2a530af1d54926c1273a4","52b11b46ffac5ee6178e9fdd2488307aee1ac9a7f0f2a530af1d54926c1273a4"
"0472","01-PAN-20250404-004-398-L00000099146-CCD13_3_crop2.jpg","01-PAN-20250404-004-398-L00000099146-CCD13_3_crop2.txt","516f505e5ac39d9d6ce86fa15fa8037162d6a08f40f043465a2a1c7ff1c633ae","516f505e5ac39d9d6ce86fa15fa8037162d6a08f40f043465a2a1c7ff1c633ae"
"0473","01-PAN-20250404-004-398-L00000099146-CCD13_3_crop3.jpg","01-PAN-20250404-004-398-L00000099146-CCD13_3_crop3.txt","316148feba6241ce46f3450cb9d5a7034c3db959f2343279e3a1e3b94ffdbcaa","316148feba6241ce46f3450cb9d5a7034c3db959f2343279e3a1e3b94ffdbcaa"
"0474","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop2.jpg","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop2.txt","f5c03217bd112d4c322f434b8b3ee0b071da8a25b18f1b728a2cfabc74aad761","f5c03217bd112d4c322f434b8b3ee0b071da8a25b18f1b728a2cfabc74aad761"
"0475","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop3.jpg","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop3.txt","248e739ebb353697f9ae17146481e5d420dff39f8cee4e2cb5d1fef230db8706","248e739ebb353697f9ae17146481e5d420dff39f8cee4e2cb5d1fef230db8706"
"0476","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop4.jpg","01-PAN-20250404-005-440-L00000099179-CCD9_5_crop4.txt","92b9d8953eb1ee3f9c0bee3856eccd2109fb10da910a427d4b5301dddf8c9a9b","92b9d8953eb1ee3f9c0bee3856eccd2109fb10da910a427d4b5301dddf8c9a9b"
"0477","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop1.jpg","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop1.txt","10b17e6bb928b0f9fff9dd88af1d69347d59c9745aed237095cda46e1fe5d29a","10b17e6bb928b0f9fff9dd88af1d69347d59c9745aed237095cda46e1fe5d29a"
"0478","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop2.jpg","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop2.txt","2b32283de76c4755d3f87cbce6d0211cee8f3060c8eedeec0266e429a8e8ae53","2b32283de76c4755d3f87cbce6d0211cee8f3060c8eedeec0266e429a8e8ae53"
"0479","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop3.jpg","01-PAN-20250404-320-224-L00000098913-CCD19_6_crop3.txt","827fd803f5ebb40a9332c5409de109ea41070a7cbc1d490b1fff82f754398d82","827fd803f5ebb40a9332c5409de109ea41070a7cbc1d490b1fff82f754398d82"
"0510","01-PAN-20250405-440-262-L00000099257-CCD32_5_crop1.jpg","01-PAN-20250405-440-262-L00000099257-CCD32_5_crop1.txt","f7eb841d42874398b00f43886e40d10ce67378a0acdb904982623ca4b6bbeee9","f7eb841d42874398b00f43886e40d10ce67378a0acdb904982623ca4b6bbeee9"
"0511","01-PAN-20250405-440-262-L00000099257-CCD32_5_crop2.jpg","01-PAN-20250405-440-262-L00000099257-CCD32_5_crop2.txt","75a2f6632924c8e8d4890f77f94bcecafc83f538a29287bd279d51abc3145526","75a2f6632924c8e8d4890f77f94bcecafc83f538a29287bd279d51abc3145526"
"0518","01-PAN-20250405-469-276-L00000099303-CCD12_4_crop1.jpg","01-PAN-20250405-469-276-L00000099303-CCD12_4_crop1.txt","6f686a3fdfe610e0e293c93b0b0d75eed832cac9d31ce9b5988d1ec6739f5703","6f686a3fdfe610e0e293c93b0b0d75eed832cac9d31ce9b5988d1ec6739f5703"
"0530","01-PAN-20250405-469-277-L00000099304-CCD18_4_crop4.jpg","01-PAN-20250405-469-277-L00000099304-CCD18_4_crop4.txt","2f089db08981f614618624717a4c72000c4de1ed429bcbc843eb9299a1f0cf8c","2f089db08981f614618624717a4c72000c4de1ed429bcbc843eb9299a1f0cf8c"
"0531","01-PAN-20250405-469-277-L00000099304-CCD18_4_crop5.jpg","01-PAN-20250405-469-277-L00000099304-CCD18_4_crop5.txt","3725878044d24c920f2ec0375c678a5ab68beee2472517e7cbe41433dee92686","3725878044d24c920f2ec0375c678a5ab68beee2472517e7cbe41433dee92686"
