split,path,stem,size_bytes,sha256,line_count,object_count,status
train,shiyan/data3/labels/train/0044.txt,0044,38,0a58122c6fe9e9d88263f85d9923b200fb3d41bedacc8dcec25e38a69d24db5e,1,1,ok
train,shiyan/data3/labels/train/0045.txt,0045,38,1bdeecf290ecbc0b1fbad54b824b5c159cd1b1c52aae640e3284626516f7004a,1,1,ok
train,shiyan/data3/labels/train/0046.txt,0046,38,a6c91c83d9ca3c59027bc5b1a99b28b7dc3f4c5d1b6803ec7e229649e2c0f234,1,1,ok
train,shiyan/data3/labels/train/0047.txt,0047,38,7260144f6ca5feafd8c1d398962598143eda3d8a8ede05165fc11149656ab7c5,1,1,ok
train,shiyan/data3/labels/train/0048.txt,0048,76,ce3ccdc5776902fa923bdcb61c5f04fef565b6ab724ec6267a762fc89b5fe568,2,2,ok
train,shiyan/data3/labels/train/0049.txt,0049,38,c6734c7cc89891c687733d8974c4d41a8605ac97bf65ddeb03eafcc547d9c549,1,1,ok
train,shiyan/data3/labels/train/0050.txt,0050,38,57e9844cdade0050205e1e5dae03de432b886857bbea76b21542814e6b6882eb,1,1,ok
train,shiyan/data3/labels/train/0051.txt,0051,38,30d026cb664c24b380a0af910935605cec7ec6fd38e632ff782c9529d630527a,1,1,ok
train,shiyan/data3/labels/train/0052.txt,0052,38,238d079b11a3b96c4d4582d56b1f1bdac372b25317da3a22473990c3428d9c58,1,1,ok
train,shiyan/data3/labels/train/0053.txt,0053,38,a4145294a3bca89900f06f53cf5abb66c60cb29edfe6be0cae0ecd194456cf06,1,1,ok
train,shiyan/data3/labels/train/0054.txt,0054,38,08cc66013f2dd7e60bf7007ebc5bc08f3f726beadec7cabff07eef61b0da2e76,1,1,ok
train,shiyan/data3/labels/train/0055.txt,0055,38,90a02327ccb668c66f402736253af22f50d669288f09d6e968e6d1ce4e543026,1,1,ok
train,shiyan/data3/labels/train/0056.txt,0056,38,3d7ffa8ef7224c1ae724c15ff5ac60fc72f0261aa1c2eae7c23cee36a59016d0,1,1,ok
train,shiyan/data3/labels/train/0057.txt,0057,38,5a00cf69c3c5aa163dd9a7ef8f1ffd40ab84d0ae9fa93fec3fff4cedf4bb3ebe,1,1,ok
train,shiyan/data3/labels/train/0058.txt,0058,38,03dbdbc48815870f31e21a3d7dd97ea519d48a305a0d9671f25e47b1e83c3c32,1,1,ok
train,shiyan/data3/labels/train/0059.txt,0059,38,0a4e3af3b3ac51a4497c77128d53ca08ddd2b5cce45a55a87c59af0f8dbd9e32,1,1,ok
train,shiyan/data3/labels/train/0060.txt,0060,38,13cb016652792ed7e2ad54075a1ab59d64700e4bb15cb90ffc1a902740b51963,1,1,ok
train,shiyan/data3/labels/train/0061.txt,0061,38,8f1f9b157d9e8371ce0977f13848544476b9083b7182859b42c3ebf9915e066b,1,1,ok
train,shiyan/data3/labels/train/0062.txt,0062,38,3bb5891d131754be8ff317b2104f6361d079a7692a6c41964dd73b548e29f204,1,1,ok
train,shiyan/data3/labels/train/0063.txt,0063,38,d30bc2a5e4e71adf1b7807994a1180ff20f7c65a7dc4d12e334a1519e9078d70,1,1,ok
train,shiyan/data3/labels/train/0064.txt,0064,38,08ca055607eab50c2bcc7ed17a1982c30a1c5874f9c8c8e558934844454c4502,1,1,ok
train,shiyan/data3/labels/train/0065.txt,0065,38,09ae5c073a68b10bc0c5935f6386c4928692c6bf3a718312de7ea91df6dca81e,1,1,ok
train,shiyan/data3/labels/train/0066.txt,0066,38,2920c93b86a6a5e1167d9259dc22292fc797f0385d4fa10097cf87a08bd4b5eb,1,1,ok
train,shiyan/data3/labels/train/0067.txt,0067,76,f656f7947b2dd54f6cf391f1f68cf728a6af17c48d3d8226d0551d448ca5ad43,2,2,ok
train,shiyan/data3/labels/train/0068.txt,0068,38,29c8e77753b7cd7ad95b1126a9ba5632e4a4dc2f4bd71fa720b34ae25691f0b0,1,1,ok
train,shiyan/data3/labels/train/0069.txt,0069,190,9703904198775971a5097c2530b58abcd2b9ea1aeba6705c35e8cbbf30f002bf,5,5,ok
train,shiyan/data3/labels/train/0070.txt,0070,76,8e03f22d34ad257f2df229f527fd440560643874d2b4fdc59e9787f17a2d2d44,2,2,ok
train,shiyan/data3/labels/train/0071.txt,0071,38,da91820480cb1a62104f126519785093904c57f17fd0ab2a67b46cadde9c2d6f,1,1,ok
train,shiyan/data3/labels/train/0072.txt,0072,114,bccd4e2290ef95af82c3b458f7663047ca1507c5f0fd4f2fb22631726ad9e8aa,3,3,ok
train,shiyan/data3/labels/train/0073.txt,0073,152,64442a4ee525f67f9afb11456ed8950e91a4749f69d7f8e33b9eaad31df54733,4,4,ok
train,shiyan/data3/labels/train/0074.txt,0074,76,26ad0e7abb91e338208500c8df186bcec2813a2ef1d10066d6efaeb058c3be31,2,2,ok
train,shiyan/data3/labels/train/0075.txt,0075,76,a439c5d7b201a9485568a9fb7236f670e68007f27d5656ed503c9fa2a4c56a9b,2,2,ok
train,shiyan/data3/labels/train/0076.txt,0076,76,0cde47d02fae1a5e03085ef44aabdf4a41f9fd93a9c8f00e755dac1219fcb6ea,2,2,ok
train,shiyan/data3/labels/train/0077.txt,0077,38,6bc78ad61fd9e80477365a0c650306d642634924e6f715bce452b9d936a850ec,1,1,ok
train,shiyan/data3/labels/train/0078.txt,0078,38,7ebcea4160f46aa86705380b35e1ab10f97eaf1bb549db3a4cbf39afbbc76781,1,1,ok
train,shiyan/data3/labels/train/0079.txt,0079,38,ac84077fda1c5fdb787366e0d84634de6ec551d52488e70503fef86c1a7d5951,1,1,ok
train,shiyan/data3/labels/train/0080.txt,0080,38,c00a84e323d4d06b1d93aa79bbb92a56e7ecde2017159041ea554599d1ae3b57,1,1,ok
train,shiyan/data3/labels/train/0081.txt,0081,38,3025983725fac2d80bd6515390d145ae0fbd209459588d0235d9391fc00390fe,1,1,ok
train,shiyan/data3/labels/train/0082.txt,0082,38,f78b87be299703c32fef88790e0e87a00e34af01356a312a91fba81a43044632,1,1,ok
train,shiyan/data3/labels/train/0083.txt,0083,38,190cf83838d4b525ab70be69de041ca9a7ddc1be6da07cab6d7f7d3b3d6aeff2,1,1,ok
train,shiyan/data3/labels/train/0084.txt,0084,38,f22e8fda41ab43699b35ed4239eb041c71be53a391d62bc80594388a686efc3c,1,1,ok
train,shiyan/data3/labels/train/0085.txt,0085,38,291a1dafeb8f3b6fd7e918cdfa237c8a68faa894b96582b0169af58b6d86feb5,1,1,ok
train,shiyan/data3/labels/train/0086.txt,0086,38,073a4e20e743d0f373a6ec58cc867732f04643272c9bbf82c859d7714e5eef96,1,1,ok
train,shiyan/data3/labels/train/0087.txt,0087,38,439658585102823aff7c937086883c46321238e4061e289104c9724b557a7ada,1,1,ok
train,shiyan/data3/labels/train/0088.txt,0088,38,e718b31b2b869638d610c39eba793c6de7a0ec124d2c7de75b1729d025a549a4,1,1,ok
train,shiyan/data3/labels/train/0089.txt,0089,38,117694d114e95866ce1838accc810e2c14684b4ea5b5085b9ff318d575fe3515,1,1,ok
train,shiyan/data3/labels/train/0090.txt,0090,76,142399c9e141ec79733baa78bb1e254257fb7925a3f2377c6d6119e1bd2a4e00,2,2,ok
train,shiyan/data3/labels/train/0091.txt,0091,38,afd2bab6ea7ef7bb423621b8bdd192a5b44adc3419903ae9ba5e6f234a26a30f,1,1,ok
train,shiyan/data3/labels/train/0092.txt,0092,38,b3df2d1ce77cd8d6f2a16ec8ac4462fb0ea998f8f884b8ec8b4c6816273c8acc,1,1,ok
train,shiyan/data3/labels/train/0093.txt,0093,76,e714b47e49186953204ffd68f048dd4ce476555631c1d03579e21d372c8ecb22,2,2,ok
train,shiyan/data3/labels/train/0094.txt,0094,38,a94db0c7004027f5c9d48f3976bc0250096a295bd232d4406f3326678765a1a9,1,1,ok
train,shiyan/data3/labels/train/0095.txt,0095,38,80d642172c8ce2b7a0f6ff8778425fd4a280d3bd8c8ebcdf6ef3266f83cb3c87,1,1,ok
train,shiyan/data3/labels/train/0096.txt,0096,38,d03a61b100ff8259d203dc9ec5a5d00034449e1fb871d3b19bcf82e395b78cc1,1,1,ok
train,shiyan/data3/labels/train/0097.txt,0097,38,09b2cd2a2d43af9773f34dcc2d892ae9daaf84a80df5bd743d51ef3f70e0a342,1,1,ok
train,shiyan/data3/labels/train/0098.txt,0098,38,79502ccd18c8357af79672051b0db054bdd573d98d94fafa227e402338210fa1,1,1,ok
train,shiyan/data3/labels/train/0099.txt,0099,38,ec67f76454c6222cb8a2c26d4bb9dfc9cf6f06343b8189aed7f271f2bd240e4c,1,1,ok
train,shiyan/data3/labels/train/0100.txt,0100,152,0ec182db1c4247bc8aed8ec511ae31cf874fb7cf257c882175513c67f6dfc113,4,4,ok
train,shiyan/data3/labels/train/0101.txt,0101,114,40824f254a5c343a55aaca1b02fe451e69748a88444c1a1533e6044d27a131f7,3,3,ok
train,shiyan/data3/labels/train/0102.txt,0102,38,d3bf0d0bc6e9b1b03701065d991ca4a93a0a1d3e5f2bc97765a496082b161f5b,1,1,ok
train,shiyan/data3/labels/train/0103.txt,0103,38,4af0a6d74bf18fdaa3122eee7ef98774f598b9b32764d463ea1a201493d84fec,1,1,ok
train,shiyan/data3/labels/train/0104.txt,0104,38,fa903737ec4fc01e2a2b498f95acd845225780f69da05029b07c8018563689c6,1,1,ok
train,shiyan/data3/labels/train/0105.txt,0105,38,fa37eaf31221442a82807758aab49c0dc9162aa60586e2cdd9cd40a5528f88e0,1,1,ok
train,shiyan/data3/labels/train/0106.txt,0106,38,7ce42a64f5824f1a714db8bf846a2d5988387adf9c7f84ceba30129e0a7f48f5,1,1,ok
train,shiyan/data3/labels/train/0107.txt,0107,38,77e5243a5df3399aeef4020f45f98c971e74a4c4897827644b0a20aabdc88648,1,1,ok
train,shiyan/data3/labels/train/0108.txt,0108,190,0278e32b2597eb9d4f1832118ae7c537470355c4bb0fecf2750ae4ae8f93b73b,5,5,ok
train,shiyan/data3/labels/train/0109.txt,0109,190,440871d7bde94cbb7a778eea9bc993ad634a21d2edde1d4d1b2530c48f0cd7ff,5,5,ok
train,shiyan/data3/labels/train/0110.txt,0110,38,84832157e5f855be9a0b6408bc87e0580a95c031dfa634c4ddc929ce104484b6,1,1,ok
train,shiyan/data3/labels/train/0111.txt,0111,152,a5f0b4002f52744bd2cf12b17ea7ce58a6349c80cfb2bd61db6c0df80f71d3fa,4,4,ok
train,shiyan/data3/labels/train/0112.txt,0112,114,2492f424158564859a3e6badfdbeaab8e62dffbf4f6f70b0a1b3660aa588e424,3,3,ok
train,shiyan/data3/labels/train/0113.txt,0113,38,b88b6f4a3e95013eab74d03088968b3cf32697c93fae9b8b42fb0c5a79f5bd11,1,1,ok
train,shiyan/data3/labels/train/0114.txt,0114,114,06770736cfb165d86c180cae5d20ce79318fb1b88ddea2a7083bcc9dbad424a0,3,3,ok
train,shiyan/data3/labels/train/0115.txt,0115,76,89314457857f67b3facd4e578ad906e6ee29cb93b0ce6e227a4dc68afbf36ca0,2,2,ok
train,shiyan/data3/labels/train/0116.txt,0116,76,911cf005b992df998513404f79bd26576ad6d626ce0dfdc22b870ca02465c103,2,2,ok
train,shiyan/data3/labels/train/0117.txt,0117,38,aa0ae26dde32cdfca72c988a6b762d08e347be1ed3df6339b179eecbbd3f0ddd,1,1,ok
train,shiyan/data3/labels/train/0118.txt,0118,76,bc6b38658af45cbd99c5264e7c32406b4b28fd742db4aeebed427ce2911e0fe9,2,2,ok
train,shiyan/data3/labels/train/0119.txt,0119,114,a8c51c6ccf3391c23ee8d8e7cb25306af4fe91d577d44908fc317e70d66efa45,3,3,ok
train,shiyan/data3/labels/train/0120.txt,0120,114,908fcd06d0f949ded58326d85a58dc68a91564495ec746c94905bfc844071b1c,3,3,ok
train,shiyan/data3/labels/train/0121.txt,0121,38,5541238c9bfde7131dbb2a5689fc8db28693cb1e10f148378b771e066de70aa3,1,1,ok
train,shiyan/data3/labels/train/0122.txt,0122,76,a79bf74ffdf27a5d897fb8d2548fcd15ed8bb616935efdc2c5757a73f24565a6,2,2,ok
train,shiyan/data3/labels/train/0123.txt,0123,190,f76f088266f6408cec65ec53aed0898049ed282c318f5de822b287bc4716754e,5,5,ok
train,shiyan/data3/labels/train/0124.txt,0124,38,a91ebf1b9ba74417df9aaab4c93e8853b40fd7872bfcf526109838362cf7d97c,1,1,ok
train,shiyan/data3/labels/train/0125.txt,0125,228,312dee7721ab50714d7bbb711b10da60c1a3f19e9b9c1122ff85f95ef008571b,6,6,ok
train,shiyan/data3/labels/train/0126.txt,0126,114,31079124fd8774fe4d8508a12e3ade26c3fe8bd1d805939632810bed327f95e6,3,3,ok
train,shiyan/data3/labels/train/0127.txt,0127,76,89229c02eb0ba9ce342f937a4c5cfbd47bb75cde7c110425115d473438059d86,2,2,ok
train,shiyan/data3/labels/train/0128.txt,0128,76,c8240b64a48614d5779435d1e1a8de305a2c33948baa9737b32b638700fcb794,2,2,ok
train,shiyan/data3/labels/train/0129.txt,0129,38,247126ab0b7fa0dfbdde6d36a424560c8dd0b85af91f82ed07fe7dd4a5bb2496,1,1,ok
train,shiyan/data3/labels/train/0130.txt,0130,152,922be17e1a5ca07258649d8f70a756f6354b772093c850d3a967ef3bded91948,4,4,ok
train,shiyan/data3/labels/train/0131.txt,0131,76,59e4740b3d32ffa7a5f9c46e1187099c8011e48836e179d70828c975826baac5,2,2,ok
train,shiyan/data3/labels/train/0132.txt,0132,114,99e367e5dc1c828bd2ca1b9c7d2fffe5d9cce6275c3f1852a265fd1e1d1abf55,3,3,ok
train,shiyan/data3/labels/train/0133.txt,0133,114,c71e8b2e8f6eef1d21cb2b9e073004f3abaffbcc0a14e8824832440c05c012ba,3,3,ok
train,shiyan/data3/labels/train/0134.txt,0134,38,df92ef7ad59d02ce91868198a2bc3d5d61d442a7378d5f5c9b6b62e241b20653,1,1,ok
train,shiyan/data3/labels/train/0135.txt,0135,38,953f20549dc5da075affab2e428389d0d89e7a048b4ac05c89a3c37138f64dfa,1,1,ok
train,shiyan/data3/labels/train/0136.txt,0136,114,77e553eb927b750c4a62f8bf959e1ce845560c275ca46ed0928b91b44fbe7057,3,3,ok
train,shiyan/data3/labels/train/0137.txt,0137,38,b27010e5d699b70c118f139a89a71d0202c30d019ca2d97c4711edbb59e64920,1,1,ok
train,shiyan/data3/labels/train/0138.txt,0138,76,6afc61e7a2eeb2a5044c14b51d43c064a39dfebe6f725166e78824a2098aa21c,2,2,ok
train,shiyan/data3/labels/train/0139.txt,0139,76,0f90e71b5ce5f8ec8101eb469a1af1e2c905440e7e298a72b76747fc2d8c1d27,2,2,ok
train,shiyan/data3/labels/train/0140.txt,0140,76,d5a103204a6bc4f7693576ae84a3fe3680035f14f9fc8e112180a38564b9efc0,2,2,ok
train,shiyan/data3/labels/train/0141.txt,0141,76,5e0fd3e1601c0ce55d078ba73df3b13b42c641b2959f971c03627b5164d1c11f,2,2,ok
train,shiyan/data3/labels/train/0142.txt,0142,76,6695bd45f048bcc8fa14b7606d2fcdf09f1f0d20c4f76e31f29240d787967424,2,2,ok
train,shiyan/data3/labels/train/0143.txt,0143,38,6412510119c419acc7a2e7cfc0fa320ca11a4ad6b17a46e9a0b164725a97035c,1,1,ok
train,shiyan/data3/labels/train/0144.txt,0144,76,599375ef31cf5327c9b6aa3dff95ed011e1bb635be555d7463ab225edf2e2952,2,2,ok
train,shiyan/data3/labels/train/0145.txt,0145,114,a19890a28fcb0f283b47a132ac4f390d1d175118593998422a8aebd84e7da19e,3,2,ok
train,shiyan/data3/labels/train/0146.txt,0146,114,ae2d2f24f028dac15af0ca1a87857005c52bc873788ae3f292d8a36ffc3da262,3,3,ok
train,shiyan/data3/labels/train/0147.txt,0147,38,400a0664e2a0e4c766281be26e153d6686f4287071c825dfedd7e4d3ee71b95a,1,1,ok
train,shiyan/data3/labels/train/0148.txt,0148,38,2b3bb30bbefa56267a1bfd37cb40263346380846e9c349e76054e477c2ca7d00,1,1,ok
train,shiyan/data3/labels/train/0149.txt,0149,38,91d28b11605d7a7cfe5a7a23952515030cfa122350e65248197cfa6cb8720267,1,1,ok
train,shiyan/data3/labels/train/0150.txt,0150,38,692d639aa9a605577df0b7b98bb04e3ca895afa3a447e1869d108beba358ebfe,1,1,ok
train,shiyan/data3/labels/train/0151.txt,0151,76,37c819b568b86df88663f626367ed090c3ce47d569e2c51c9cc99478d4f4e08e,2,2,ok
train,shiyan/data3/labels/train/0152.txt,0152,38,534b61090614f0ec747b48ce23ed139d96774e551f497d146782b6a5786280cb,1,1,ok
train,shiyan/data3/labels/train/0153.txt,0153,190,ad2229300b4c6ac596756a15c3f422ab085130b14002b5f33c8f70ed476a53af,5,5,ok
train,shiyan/data3/labels/train/0154.txt,0154,304,d4fb0e3f6f243fd677aac50afa0f242c52a28d32540ead1e92e80877d0ef2c62,8,8,ok
train,shiyan/data3/labels/train/0155.txt,0155,76,a6a506b400d287b788c30060ffa0ffbd629e853d4ac892fb685cdc37a7448d39,2,2,ok
train,shiyan/data3/labels/train/0156.txt,0156,228,d10ecf4d0d0a7ef0e539fb6e47f0b8afcb2ad19bad8da3aedfccfb63d6bff1bb,6,6,ok
train,shiyan/data3/labels/train/0157.txt,0157,152,ad1e60ec527cf8bffd11be3feec7928ef6b957d949ea1b571cd6f630df203ac8,4,4,ok
train,shiyan/data3/labels/train/0158.txt,0158,114,d4c642bb4166f4afe3c117ff8a32df09f68e81ad9890680592e6ddfe090ffd12,3,3,ok
train,shiyan/data3/labels/train/0159.txt,0159,114,e843ab2b5535d905990879aac5382def46c68dedc3aa129a6a4cc3b78b6f0f49,3,3,ok
train,shiyan/data3/labels/train/0160.txt,0160,190,ad83dcfd6344a77e08df2d49d8200f7a2bff1abc84b7e242a4115cab2f4783b6,5,5,ok
train,shiyan/data3/labels/train/0161.txt,0161,38,c3aea258b6faf6bb761f51c27634d4ad684dcfdc02277f346be645ebe8cf12c9,1,1,ok
train,shiyan/data3/labels/train/0162.txt,0162,38,c66841338f00e46e8785ab2bb86683a79e55636815fa7a346d50a4eccb8cebb0,1,1,ok
train,shiyan/data3/labels/train/0163.txt,0163,38,94d9f4c9ce4bdf5b295b32bb33326be69669ba602cec949bad2359e4a64dcf60,1,1,ok
train,shiyan/data3/labels/train/0164.txt,0164,38,fef3c6c958afa940b75167fc4fcc8aac990af042151bde28f1c0ebdfb489c665,1,1,ok
train,shiyan/data3/labels/train/0165.txt,0165,76,a0bae796c9b295fc6d6feb58b0458aa3185ffdaf66056317104d9f01469b4c1b,2,2,ok
train,shiyan/data3/labels/train/0166.txt,0166,76,f3716630399a8a2ac3a43d53d8a3b805d28a5283a5e1657eb2493c95d72e4369,2,2,ok
train,shiyan/data3/labels/train/0167.txt,0167,38,660dbf359119ec604f093c72864fcec9b074f1c74c245fe5699f123ff15f5a7b,1,1,ok
train,shiyan/data3/labels/train/0168.txt,0168,38,a65d4743a716d7fbefac97a9dbb650c4c53a9f873a9b29df210319a315d033b6,1,1,ok
train,shiyan/data3/labels/train/0169.txt,0169,38,8fc28791fe55ca2a356b4486c8533eac75ddab379d16b9d9d803d8af6c66db49,1,1,ok
train,shiyan/data3/labels/train/0170.txt,0170,38,5ad9e625409c7d0ac1c6be0eb09a9ea4a7f0f747f34c0978696693a63be86305,1,1,ok
train,shiyan/data3/labels/train/0171.txt,0171,38,234d64cc8c391f1c3ddd5fcd617524b553b44ad061140c06b2bfaeaf412f5479,1,1,ok
train,shiyan/data3/labels/train/0172.txt,0172,38,c8cdebce23f797dc2e60514a0eecea68218a8df40fa3acf65b4311fa78a27bde,1,1,ok
train,shiyan/data3/labels/train/0173.txt,0173,38,766c7682c06778d3198b302a359c1ba2556272d3bb7db37190c41857cba5fc38,1,1,ok
train,shiyan/data3/labels/train/0174.txt,0174,76,ba395c952016d33f83d0d9129780bfd3dd6731f5f64b4fe2a20df5f5c11af68c,2,2,ok
train,shiyan/data3/labels/train/0175.txt,0175,76,284a91f165b1b14f23fe1b99004359efe98304efdfd0461e151863e15b9bce04,2,2,ok
train,shiyan/data3/labels/train/0176.txt,0176,114,675d49e2f4e308117094e66f55fcd4e5fa93ddc76087d50e1514cfca54ebe4ae,3,3,ok
train,shiyan/data3/labels/train/0177.txt,0177,190,0866f4197c48b1575c5a4861cbee3b9f90e45afa6fb12d3f0259130cc459ed60,5,5,ok
train,shiyan/data3/labels/train/0178.txt,0178,76,0c75f8f403a81b6446700307b789894c9fa666614def2b32ebe00fa02b2f6ce8,2,2,ok
train,shiyan/data3/labels/train/0179.txt,0179,76,027b2d094a613401fd76e76a048cd75c449f2685cedd1aab9be42e3acc6d47d3,2,2,ok
train,shiyan/data3/labels/train/0180.txt,0180,38,b21c16d564db176e3f5c6b60b077c5c9a889969db7b2dc60724bf83a697d0982,1,1,ok
train,shiyan/data3/labels/train/0181.txt,0181,38,d39e0c2d9ce39251b193857bccc5d1d9dc66eef08a720d81ef06919dfb14c919,1,1,ok
train,shiyan/data3/labels/train/0182.txt,0182,38,6af3ee3874b20d57bfa570d2afb42e420f1a6dc1db0e1bee0d423c2b64938460,1,1,ok
