split,path,stem,scene_id,extension,width,height,mode,size_bytes,sha256,has_label,status,long_side_bucket
train,shiyan/data3/images/train/0028.jpg,0028,0028,.jpg,896,896,RGB,137211,9d0edf684ad9714bcbb401ab4504c6728208e0b02f8eff1ed6a09502df443cf6,True,ok,641-1024
train,shiyan/data3/images/train/0029.jpg,0029,0029,.jpg,816,816,RGB,83288,6ea53570ec90da19de9dbb1a232ab22c31ba3f81cec74cc5ca98468eabd92ec9,True,ok,641-1024
train,shiyan/data3/images/train/0030.jpg,0030,0030,.jpg,813,813,RGB,172536,ae799b34229ebec9ace128f190b5b128df1a7c2401ecd2c3a9a40d24fe19ed35,True,ok,641-1024
train,shiyan/data3/images/train/0031.jpg,0031,0031,.jpg,831,831,RGB,205516,58bd5b088e647c2ec3e36d99bfe0b69e9d7a29d9e3b94ac4037735c2428d41cd,True,ok,641-1024
train,shiyan/data3/images/train/0032.jpg,0032,0032,.jpg,800,800,RGB,207622,d8233ff59929c5db7cf7685d1acb2379d12b575f0c13e0f93946d580198777fa,True,ok,641-1024
train,shiyan/data3/images/train/0033.jpg,0033,0033,.jpg,883,883,RGB,154151,e771e7b6f9c0865e8f7bdb6addcd409d4b112d9254c60d5cf694f783452af016,True,ok,641-1024
train,shiyan/data3/images/train/0034.jpg,0034,0034,.jpg,826,826,RGB,63987,be83603ee69352b8ca93e4fc378434c38f77aa7374e11da36338640fe040aca7,True,ok,641-1024
train,shiyan/data3/images/train/0035.jpg,0035,0035,.jpg,822,822,RGB,145687,991a63a928ef82313b857a96f92f36403b064549159cb95add195b4de3960b54,True,ok,641-1024
train,shiyan/data3/images/train/0036.jpg,0036,0036,.jpg,854,854,RGB,94235,bb5c791efbe94edfb3fef85885beb4cf55d89ad96663d0750e78a65f3bc03573,True,ok,641-1024
train,shiyan/data3/images/train/0037.jpg,0037,0037,.jpg,809,809,RGB,139860,1cb4b96746b4faf65a72027a1c849e8e25b1862d58ff68e2234c332ae8aae9bb,True,ok,641-1024
train,shiyan/data3/images/train/0038.jpg,0038,0038,.jpg,857,857,RGB,152175,d6a32e7b053e2703311ddefcd2fc1824b1aa23a47d2db3dec320f2ecdced469a,True,ok,641-1024
train,shiyan/data3/images/train/0039.jpg,0039,0039,.jpg,819,819,RGB,139736,e5c01430eaf297203cf520eb10287b973bd45ada20a59c84097874b21fdd5160,True,ok,641-1024
train,shiyan/data3/images/train/0040.jpg,0040,0040,.jpg,827,827,RGB,370647,c1bab03736c940a613cbf7e394813cc6d19e459352809e8937f690cfbdeab6dc,True,ok,641-1024
train,shiyan/data3/images/train/0041.jpg,0041,0041,.jpg,828,828,RGB,124250,0fbf05a64f919de3b32974e18673c25adef8a2246a7a560d59e128715289b5d5,True,ok,641-1024
train,shiyan/data3/images/train/0042.jpg,0042,0042,.jpg,808,808,RGB,155380,b7d00597e166ec7e5c3cc86e0c73f7b619e6e9ec15dfc1f9c3b50889910c737e,True,ok,641-1024
train,shiyan/data3/images/train/0043.jpg,0043,0043,.jpg,896,896,RGB,151854,4df3f4b7fe636af94b9dae2eb55d56915776178b585429481d873fbff1d7c553,True,ok,641-1024
train,shiyan/data3/images/train/0044.jpg,0044,0044,.jpg,806,806,RGB,209169,dd5734d22a3fb98e0dea2e7d0ec899fcc2eea9b75757cb972d2b18179db04765,True,ok,641-1024
train,shiyan/data3/images/train/0045.jpg,0045,0045,.jpg,849,849,RGB,331856,dd6c142df2b0655ae70aa1e72cfcea193d010909de36003bb18478104a9107b9,True,ok,641-1024
train,shiyan/data3/images/train/0046.jpg,0046,0046,.jpg,880,880,RGB,454656,187326e3f8e827aabd1028d8fcef687a09a2ae1579b89883ecb76136f451590e,True,ok,641-1024
train,shiyan/data3/images/train/0047.jpg,0047,0047,.jpg,855,855,RGB,134057,a14710a73ea568b650a76cc492ebf8dd28900c96f4608b64126dff3ed6b97a4a,True,ok,641-1024
train,shiyan/data3/images/train/0048.jpg,0048,0048,.jpg,800,800,RGB,174211,4a9df6eb22cd12660f024ffbab5bc5c62721808c73e26319e98215fab19e8e1d,True,ok,641-1024
train,shiyan/data3/images/train/0049.jpg,0049,0049,.jpg,877,877,RGB,184583,acc540cf298c7972333af4a47c0445e69eb1b374c9edd1b2ed2394d54e2b3805,True,ok,641-1024
train,shiyan/data3/images/train/0050.jpg,0050,0050,.jpg,850,850,RGB,146553,dfb298e417c80cd8eb7c34bc5217f6d3e89f72305f586fd73c25a52b0b1368b8,True,ok,641-1024
train,shiyan/data3/images/train/0051.jpg,0051,0051,.jpg,873,873,RGB,184276,8226a851c3d413d1e72142f8bbf48125cbc4eb8572de699175f90029d99b0e80,True,ok,641-1024
train,shiyan/data3/images/train/0052.jpg,0052,0052,.jpg,866,866,RGB,40279,166d1bda83d633d4687788af0b70994b39c7de146f10f430042f988db068c1ce,True,ok,641-1024
train,shiyan/data3/images/train/0053.jpg,0053,0053,.jpg,855,855,RGB,24794,0fd0f58c99c8eb1cccc22477c278e9cae4b5bf6767d629ff332cd7cc99316d2a,True,ok,641-1024
train,shiyan/data3/images/train/0054.jpg,0054,0054,.jpg,810,810,RGB,183197,08bcda4dc1114257b7b88d3d807b5f7c0a3c80503ad8c8f14888e9c430eb743c,True,ok,641-1024
train,shiyan/data3/images/train/0055.jpg,0055,0055,.jpg,807,807,RGB,87605,573a2b6cae267fe3af9b833fa4a404daaff2820a5a2df055e07740f7810d14b1,True,ok,641-1024
train,shiyan/data3/images/train/0056.jpg,0056,0056,.jpg,817,817,RGB,115248,4ef939f3d2c30e270abfc0d6d77c8f9ed91857d15befe93c359a79a97babca14,True,ok,641-1024
train,shiyan/data3/images/train/0057.jpg,0057,0057,.jpg,891,891,RGB,22683,3f96c18a823e2d0042960a00aa430fa61d16eb70de7551b3e9e989ad33cdf30c,True,ok,641-1024
train,shiyan/data3/images/train/0058.jpg,0058,0058,.jpg,812,812,RGB,15629,61486f2c75df458207c65b7ca51b7d93e4cb88360e403bdf651309d58883aaf1,True,ok,641-1024
train,shiyan/data3/images/train/0059.jpg,0059,0059,.jpg,878,878,RGB,18194,5aaaedfbc2f9049e57498c673de1b0cfcbf496ff2562661212a4e52d97029f00,True,ok,641-1024
train,shiyan/data3/images/train/0060.jpg,0060,0060,.jpg,815,815,RGB,24038,1b41f5397289d6a5e097707008a3bcbaf5ac92ea1b076881c1dd472a3dc1f939,True,ok,641-1024
train,shiyan/data3/images/train/0061.jpg,0061,0061,.jpg,869,869,RGB,51461,d1f1f3f067ff21236241375d209587d6c28a18f8c0bcf9d4072622f11a945501,True,ok,641-1024
train,shiyan/data3/images/train/0062.jpg,0062,0062,.jpg,829,829,RGB,39670,7dccc77c8c24a1cc2c0b0566a4c3cd1d9e3cc046fd466c2d3c5fc596afeaea8e,True,ok,641-1024
train,shiyan/data3/images/train/0063.jpg,0063,0063,.jpg,890,890,RGB,23251,a2b17eea3cdce4cacf8e8e18dc234b8257b052ea56055d4f2a11e9fc3a91b77c,True,ok,641-1024
train,shiyan/data3/images/train/0064.jpg,0064,0064,.jpg,827,827,RGB,14017,514637a8099ceef3a638e5332abed1e4d201cc3d81157098481a01b674492e3c,True,ok,641-1024
train,shiyan/data3/images/train/0065.jpg,0065,0065,.jpg,826,826,RGB,33330,bab6a81f0230c568a8b2ba9ef53dde2e9d741abbea66b050d034452b08398e8f,True,ok,641-1024
train,shiyan/data3/images/train/0066.jpg,0066,0066,.jpg,812,812,RGB,41025,0a4e14eed4b1c07537d0283dc9583696198718353e4d0ab4ef7861d830d8c6eb,True,ok,641-1024
train,shiyan/data3/images/train/0067.jpg,0067,0067,.jpg,866,866,RGB,175110,73565ad2142faf3d6385dded6a0a8ad83be7dfc99525bdf958b6b679d124849f,True,ok,641-1024
train,shiyan/data3/images/train/0068.jpg,0068,0068,.jpg,810,810,RGB,97480,2f078ba52249131ef863503e41863e7e1323ddab39d4533b4b9b0301bb51c405,True,ok,641-1024
train,shiyan/data3/images/train/0069.jpg,0069,0069,.jpg,854,854,RGB,178010,74f8afc6f88173cca6b02628ed839dca25e12fb91326e2fcc8cfc175463f3b90,True,ok,641-1024
train,shiyan/data3/images/train/0070.jpg,0070,0070,.jpg,807,807,RGB,137444,486aa6435409974f681acfc3d6c8761f644f57eb1d0f26ec7fb16e5e307d872e,True,ok,641-1024
train,shiyan/data3/images/train/0071.jpg,0071,0071,.jpg,860,860,RGB,131448,1f87fc8b487b8da343a5102ef57b2a06ed2e33c023d3961645666574cd3a98ed,True,ok,641-1024
train,shiyan/data3/images/train/0072.jpg,0072,0072,.jpg,848,848,RGB,101519,fbad32069a9fd12231a6e456fdd762821513d2c6ab1b0ca3c0fdecc6ecfd08de,True,ok,641-1024
train,shiyan/data3/images/train/0073.jpg,0073,0073,.jpg,1138,1138,RGB,263883,5dafb27aa7360dafbc03304e84b70c45bb504793ecc23a9e6a5818c717d838a0,True,ok,1025-1536
train,shiyan/data3/images/train/0074.jpg,0074,0074,.jpg,856,856,RGB,138224,93572f8f6c27636d97c9f4cb5d98fa1f3ba6dacef5580de2ee30b363b0ac1f30,True,ok,641-1024
train,shiyan/data3/images/train/0075.jpg,0075,0075,.jpg,802,802,RGB,77362,b2aa89bc943e402b243de82c633d0d4dde12e3fd4f8b6d7a6f0c868174233755,True,ok,641-1024
train,shiyan/data3/images/train/0076.jpg,0076,0076,.jpg,838,838,RGB,135906,b0a5ca127bf8eccf5e24550a507f356ec9f1a71398694b5c882c4b24a3e8f8cb,True,ok,641-1024
train,shiyan/data3/images/train/0077.jpg,0077,0077,.jpg,812,812,RGB,184279,6952af0c044e2e7cc14a470e143706576180b9d5e01ea766b8cb02d1586dea02,True,ok,641-1024
train,shiyan/data3/images/train/0078.jpg,0078,0078,.jpg,878,878,RGB,169193,e315ac691e56cb3fed12c28936fab70ff0e8976a731ed3b055ec3491d7ea734e,True,ok,641-1024
train,shiyan/data3/images/train/0079.jpg,0079,0079,.jpg,847,847,RGB,163144,80670ead5e59ba6c2345adf84a54a77b3c54559362f8487c188e475e575ba154,True,ok,641-1024
train,shiyan/data3/images/train/0080.jpg,0080,0080,.jpg,846,846,RGB,152145,6cda7cd35f6ca2d850982bbfdc2643cbb74f46078d6829b6ad20e5d0b4ca808f,True,ok,641-1024
train,shiyan/data3/images/train/0081.jpg,0081,0081,.jpg,812,812,RGB,166713,925ab451505026c3f05fdfc8b0a53e18ff0b6dbf6dd8d7c453881f6806ca8e88,True,ok,641-1024
train,shiyan/data3/images/train/0082.jpg,0082,0082,.jpg,899,899,RGB,183261,5637d8cd5f35bb3bad777341f6ebe53674e9f3832d52bc36507124394b6fb3b4,True,ok,641-1024
train,shiyan/data3/images/train/0083.jpg,0083,0083,.jpg,861,861,RGB,131411,78c4b7ae9318afee6836f61bf0b6d4f185920006386a09238884c89ca2c2de19,True,ok,641-1024
train,shiyan/data3/images/train/0084.jpg,0084,0084,.jpg,800,800,RGB,157637,213a01536755fa4b72a262d5297fb239cea62d73a750edb2a442e1bc9050787e,True,ok,641-1024
train,shiyan/data3/images/train/0085.jpg,0085,0085,.jpg,892,892,RGB,295522,95f022821eb905ed6e89baa9102f4a0e7a42041a5a21a0c322d46541e7c7f0f2,True,ok,641-1024
train,shiyan/data3/images/train/0086.jpg,0086,0086,.jpg,827,827,RGB,152842,948c722571d4a03c3f2b18b77abce6d4bef459cc17a14eb79b864f0a384355d7,True,ok,641-1024
train,shiyan/data3/images/train/0087.jpg,0087,0087,.jpg,830,830,RGB,67441,2c43c25b1505447de929401f3fa79891247294573d9ab4a20273ccf5eabea87b,True,ok,641-1024
train,shiyan/data3/images/train/0088.jpg,0088,0088,.jpg,896,896,RGB,29936,ce405edcebabfd31ff7cee0f79f326d06d139f4e14a59a0457172488b4f8e670,True,ok,641-1024
train,shiyan/data3/images/train/0089.jpg,0089,0089,.jpg,837,837,RGB,36995,e558bba7e5886a0b17d1901bd7a5cd265d9aa4d1292177eb16694040165314a4,True,ok,641-1024
train,shiyan/data3/images/train/0090.jpg,0090,0090,.jpg,885,885,RGB,66526,0bf6207a6385aa2c68074636b71569066b03e9310358cdb2adc70f19dc9151f2,True,ok,641-1024
train,shiyan/data3/images/train/0091.jpg,0091,0091,.jpg,884,884,RGB,83806,93cd8f57647e49b70933c7f50056192c33abab6d55ac67e71dcbd7b2036297b2,True,ok,641-1024
train,shiyan/data3/images/train/0092.jpg,0092,0092,.jpg,834,834,RGB,193686,92ee90478d5b8a2fad964aaceab6d2129ffccf9594705dd22873140fa9d64d03,True,ok,641-1024
train,shiyan/data3/images/train/0093.jpg,0093,0093,.jpg,832,832,RGB,200166,ae4fcfe20b0287428ba6569dad6e46879deb7826fd0c56bab7899ebe78b31644,True,ok,641-1024
train,shiyan/data3/images/train/0094.jpg,0094,0094,.jpg,856,856,RGB,26746,89783c04c4045b96ce2711e1d60c7c809c0f9949e47b593e20e811827188c743,True,ok,641-1024
train,shiyan/data3/images/train/0095.jpg,0095,0095,.jpg,889,889,RGB,58271,e57d84259394bb712a4b1ff6f90d1bb0c305624cd9b727c1ac0344b2324f6075,True,ok,641-1024
train,shiyan/data3/images/train/0096.jpg,0096,0096,.jpg,861,861,RGB,34134,c10695c0cbace31be7acf6730b53345e18371fda6c4eb145c1f361a1ebca5fb4,True,ok,641-1024
train,shiyan/data3/images/train/0097.jpg,0097,0097,.jpg,840,840,RGB,44313,5e796338dec11531b692b35baecae9d306b2d557ae99b6f5f90df6a02cbb9788,True,ok,641-1024
train,shiyan/data3/images/train/0098.jpg,0098,0098,.jpg,886,886,RGB,34668,c2706705f9670d70536b9f8f84ac1c6001a3f5f66828359d290858f722b7c0ad,True,ok,641-1024
train,shiyan/data3/images/train/0099.jpg,0099,0099,.jpg,821,821,RGB,49530,a3513ca7c5fef1e7b845b63abe2bb093abb15ca44ea8a33c70b56dce43b8050c,True,ok,641-1024
train,shiyan/data3/images/train/0100.jpg,0100,0100,.jpg,882,882,RGB,107273,9c9f06096bc11d557b1f44d4c19d036d267cd8c121ae2d62eeb5d0cfc513ecd8,True,ok,641-1024
train,shiyan/data3/images/train/0101.jpg,0101,0101,.jpg,875,875,RGB,112948,22ce616e2edea4f68f9d7fa5560b2ca2ba1f21ba5d3f675726dc17a4aa1e733a,True,ok,641-1024
train,shiyan/data3/images/train/0102.jpg,0102,0102,.jpg,867,867,RGB,19333,9ffdbfc7be77b50f369118516b491d3c2dec713dffb22905cb7e9b229adfc7cd,True,ok,641-1024
train,shiyan/data3/images/train/0103.jpg,0103,0103,.jpg,816,816,RGB,19829,fbdb0b61dfc543ce635ed78040f27dd417fd2bdee210c9c792f702391abcb9d3,True,ok,641-1024
train,shiyan/data3/images/train/0104.jpg,0104,0104,.jpg,853,853,RGB,16827,aeddf6d246046a211b5f6231769534a3e3c0113bd6f501db3f9edeb1bd4e9ffe,True,ok,641-1024
train,shiyan/data3/images/train/0105.jpg,0105,0105,.jpg,802,802,RGB,138204,cd8011f5208b1bb7820fc267ed9eb64c187c40e14ee46569769237139bef2519,True,ok,641-1024
train,shiyan/data3/images/train/0106.jpg,0106,0106,.jpg,897,897,RGB,99557,41516232e4dbda608e91523cba833af5a101549f3582a27558328fd0eb40f079,True,ok,641-1024
train,shiyan/data3/images/train/0107.jpg,0107,0107,.jpg,831,831,RGB,86834,7871f42cfc601518c74c1f39fd7bde671f700470af1fb7a762a77185608f9822,True,ok,641-1024
train,shiyan/data3/images/train/0108.jpg,0108,0108,.jpg,850,850,RGB,177611,a7854cb4c0a0d6dd0ac82b7d6cfdc8f5405262dfb24eb7455dc77f865d364a3a,True,ok,641-1024
train,shiyan/data3/images/train/0109.jpg,0109,0109,.jpg,830,830,RGB,101736,b52d00ad10f87374579a119a12b48efcd286052b4717c0a50ae1316043b3b566,True,ok,641-1024
train,shiyan/data3/images/train/0110.jpg,0110,0110,.jpg,869,869,RGB,198355,eac4d4d4dbb63e70ed013537393941924c296a0d2f0fcbec7eb6c1394482dac5,True,ok,641-1024
train,shiyan/data3/images/train/0111.jpg,0111,0111,.jpg,864,864,RGB,309608,e41151fbb42a7f747965c80927738cca41de3acfd08ad9e81d341f99b931a866,True,ok,641-1024
train,shiyan/data3/images/train/0112.jpg,0112,0112,.jpg,854,854,RGB,259807,edffd5bff781c4ee60dc92b32a2ab20ac648ee5fc5e36f1d7595ced7a1e64950,True,ok,641-1024
train,shiyan/data3/images/train/0113.jpg,0113,0113,.jpg,899,899,RGB,303854,a337d6cc15e42f853ab9f32f9f6441b47970fbe0a532275c98212e5e2778ca67,True,ok,641-1024
train,shiyan/data3/images/train/0114.jpg,0114,0114,.jpg,828,828,RGB,288097,f7c917c567a421376d767ce03f2cebcf48b2b42c2c718df966509870948d3d6a,True,ok,641-1024
train,shiyan/data3/images/train/0115.jpg,0115,0115,.jpg,886,886,RGB,301660,ceda0552609ffea53556961f296a3f469faef7cebd69d916a96afb1362988cb4,True,ok,641-1024
train,shiyan/data3/images/train/0116.jpg,0116,0116,.jpg,847,847,RGB,297587,5028848d2942b639af3eb025c04aab36a0f243f345a09ada999077ce2a30c047,True,ok,641-1024
train,shiyan/data3/images/train/0117.jpg,0117,0117,.jpg,878,878,RGB,288033,874dec4df6680b038da4e7012beb8a0b8a3c9ea662009391fd988c6a0ae5bdff,True,ok,641-1024
train,shiyan/data3/images/train/0118.jpg,0118,0118,.jpg,827,827,RGB,226977,cffd15f31c970ff0824c0a71855d4b63eea185f325f5203902fa26267af1bc88,True,ok,641-1024
train,shiyan/data3/images/train/0119.jpg,0119,0119,.jpg,813,813,RGB,243971,2c2d58cac09ae8e007c7e8efe35158d8a22240933d7ed119fa40b26155ecb2af,True,ok,641-1024
train,shiyan/data3/images/train/0120.jpg,0120,0120,.jpg,897,897,RGB,303282,206d5fb5bc2f08af50b5d8fb3ef7a31525409871ab3c0792b846340fcf0b7a5f,True,ok,641-1024
train,shiyan/data3/images/train/0121.jpg,0121,0121,.jpg,815,815,RGB,280122,32e6c358c369ead6b05cb9ba6d8e57c383d6db5c80dcf76cdac7f37d178c0441,True,ok,641-1024
train,shiyan/data3/images/train/0122.jpg,0122,0122,.jpg,846,846,RGB,270277,88d67d06cbcf938186ebd1cbc6f2dc071abef6c495eb04ced06dee98f53f2ff0,True,ok,641-1024
train,shiyan/data3/images/train/0123.jpg,0123,0123,.jpg,846,846,RGB,290125,485d635cc7883b02072c45f0555e5e340891a365379bc0e5e719e3eff717dc1c,True,ok,641-1024
train,shiyan/data3/images/train/0124.jpg,0124,0124,.jpg,860,860,RGB,269134,6cdc3b928a459ea30354d6ae162e5fd5d936a335bf25415e9b8d94184c9c9eef,True,ok,641-1024
train,shiyan/data3/images/train/0125.jpg,0125,0125,.jpg,809,809,RGB,267076,bde48028244ecff3f25349b297303866b9c8b570f07a41c9e9f8f2e3612c0423,True,ok,641-1024
train,shiyan/data3/images/train/0126.jpg,0126,0126,.jpg,805,805,RGB,209424,8374df2fda10b5f8570341e4a8f368cc3683bc4f7cb10454d1e6b8c59ad0f5c3,True,ok,641-1024
train,shiyan/data3/images/train/0127.jpg,0127,0127,.jpg,840,840,RGB,266553,c69307dc5ef909ef9d1b8e3462b78d3c221508a2cc7abba405dbba40be17ace3,True,ok,641-1024
train,shiyan/data3/images/train/0128.jpg,0128,0128,.jpg,856,856,RGB,242878,9c23d2601e62a42caf66a5eb6abd960949c8b668b5974e43e77cd448ff5150ae,True,ok,641-1024
train,shiyan/data3/images/train/0129.jpg,0129,0129,.jpg,859,859,RGB,257622,369bc444b1ef42c0d8d1f71307676028a96da492c52491fec0af22923bc4a73f,True,ok,641-1024
train,shiyan/data3/images/train/0130.jpg,0130,0130,.jpg,894,894,RGB,309045,d3c167daa22db515f942b13ed7056ad4a71ab5d6aef2c4c65f86e6f402439f3f,True,ok,641-1024
train,shiyan/data3/images/train/0131.jpg,0131,0131,.jpg,882,882,RGB,256327,21b86e87bc0385811109c791e352af9d9bce30f0f58e91a0e3f80707715e926b,True,ok,641-1024
train,shiyan/data3/images/train/0132.jpg,0132,0132,.jpg,863,863,RGB,260253,d8784127505910d384c6f675a5cc7f82d2e0dbfead61278bb303883aaf2c034e,True,ok,641-1024
train,shiyan/data3/images/train/0133.jpg,0133,0133,.jpg,883,883,RGB,285357,0092b1f526d250fbef82e104ffd57d31a8e0ac3ecbdcac1c256f79f955e77580,True,ok,641-1024
train,shiyan/data3/images/train/0134.jpg,0134,0134,.jpg,877,877,RGB,352585,2bcbd0bc48ee054f20192457ac965eda4f2f728e5dc3a84ba1264e38b7c2a667,True,ok,641-1024
train,shiyan/data3/images/train/0135.jpg,0135,0135,.jpg,846,846,RGB,375532,bdffb841b0cc654906d147e0c153525a1f201ec75e89559702caf1056642007f,True,ok,641-1024
train,shiyan/data3/images/train/0136.jpg,0136,0136,.jpg,892,892,RGB,297832,3638d98091ec6442090f738b6fe55335f711878d7b5efeeb4cac8057c3595c4a,True,ok,641-1024
train,shiyan/data3/images/train/0137.jpg,0137,0137,.jpg,893,893,RGB,401763,5fa511b82b32a93b06147b535756d9ec673cf0605f4804a6d637ef05c8f21740,True,ok,641-1024
train,shiyan/data3/images/train/0138.jpg,0138,0138,.jpg,889,889,RGB,293667,e6ebcfd3df612582881c1b98adc2187e8d3d8805c5ad5675f6bd94faefe1b595,True,ok,641-1024
train,shiyan/data3/images/train/0139.jpg,0139,0139,.jpg,840,840,RGB,237793,d5801caf13ba0ba6dff105bed2c27af358be0b98e5721356bcd67726f03b4b92,True,ok,641-1024
train,shiyan/data3/images/train/0140.jpg,0140,0140,.jpg,855,855,RGB,268092,b63edcfabd27c594fe39aa38aa0f86f216bd24cb991e3d2f910542a58fe802a6,True,ok,641-1024
train,shiyan/data3/images/train/0141.jpg,0141,0141,.jpg,850,850,RGB,257830,11042db75425d5fbc42db6097527be07cb1beba22d624455a90778ae5f49bfda,True,ok,641-1024
train,shiyan/data3/images/train/0142.jpg,0142,0142,.jpg,850,850,RGB,232539,22a25d68e2caacd2380da0cbf0c6216c97644cbfd4fee0adb99d00aef83090aa,True,ok,641-1024
train,shiyan/data3/images/train/0143.jpg,0143,0143,.jpg,808,808,RGB,214032,c85645d6a627bb19ea60a61067c02de5a47bde402b1907e434824db26942ac76,True,ok,641-1024
train,shiyan/data3/images/train/0144.jpg,0144,0144,.jpg,852,852,RGB,187087,77b2375b2f03526112ee7963c5c5a6753cafc1669272123180aea6031c32432d,True,ok,641-1024
train,shiyan/data3/images/train/0145.jpg,0145,0145,.jpg,815,815,RGB,230246,4f5dda53aa59cad2fc15a547211347e3b4c680679339eeff733bb63d16523eb9,True,ok,641-1024
