assigned_split,original_split,image_path,label_path,stem,scene_id,width,height,sha256
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1,01-PAN-20240420-113-325-L00000010882-CCD3_6,878,878,49d488d57c35ccd59101de5256cfa482c07ee36d7a0e0f9fa87fbb5561230ee4
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,888,888,882118fda8e104be142b8a054f129b7f0e95e34c19796ae3883e7ae260e6501a
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3,01-PAN-20240420-113-325-L00000010882-CCD3_6,842,842,4889f570ca3a2614762b6fd020c6f10ca20f13adb510ad49354a6a8e7def88d8
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4,01-PAN-20240420-113-325-L00000010882-CCD3_6,804,804,20acaa63a51c6875e0bbae588fafc232c0acc3c17ea16923cedad112fb76e769
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1,01-PAN-20240420-113-325-L00000010882-CCD4_5,818,818,5402f30d9d14cd717a369b8583469ee2839d39015665e1f695c4bd3d225653d6
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop2,01-PAN-20240420-113-325-L00000010882-CCD4_5,881,881,3c53a19b676557f61cae1a04bfee945d35822ac8eccb382c25183c70fbd7365a
val,train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000011195-CCD1_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000011195-CCD1_4_crop1.txt,01-PAN-20240420-113-325-L00000011195-CCD1_4_crop1,01-PAN-20240420-113-325-L00000011195-CCD1_4,827,827,b4f4b712c89f5ee98db2437814ab250e4616faf4f6c94d18168be206c9a4c320
train,train,shiyan/data/images/train/01-PAN-20240421-105-323-L00000010830-CCD21_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240421-105-323-L00000010830-CCD21_4_crop1.txt,01-PAN-20240421-105-323-L00000010830-CCD21_4_crop1,01-PAN-20240421-105-323-L00000010830-CCD21_4,829,829,1cba4e408dfa07475796c6f6871147893af16ca862a579f3577d62a13c75f68f
train,train,shiyan/data/images/train/01-PAN-20240421-423-694-L00000010874-CCD21_2_crop1.jpg,shiyan/data/labels/train/01-PAN-20240421-423-694-L00000010874-CCD21_2_crop1.txt,01-PAN-20240421-423-694-L00000010874-CCD21_2_crop1,01-PAN-20240421-423-694-L00000010874-CCD21_2,812,812,c5e774521f1d270dab54be0d7a86642daf62e8d0cf27531c59e481b2d282670b
val,train,shiyan/data/images/train/01-PAN-20240421-423-694-L00000010874-CCD21_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240421-423-694-L00000010874-CCD21_3_crop1.txt,01-PAN-20240421-423-694-L00000010874-CCD21_3_crop1,01-PAN-20240421-423-694-L00000010874-CCD21_3,808,808,0a1d37b91b326295ea13ecc7f2f2b8cc64aa51de481ea42cb5ca3a38654e73ef
val,train,shiyan/data/images/train/01-PAN-20240421-423-694-L00000010874-CCD21_3_crop2.jpg,shiyan/data/labels/train/01-PAN-20240421-423-694-L00000010874-CCD21_3_crop2.txt,01-PAN-20240421-423-694-L00000010874-CCD21_3_crop2,01-PAN-20240421-423-694-L00000010874-CCD21_3,837,837,0a034202d53b4df5cb322eba4ded89c92801fd4e7fa538addff8dbaba98cee79
val,train,shiyan/data/images/train/01-PAN-20240421-423-694-L00000010874-CCD22_2_crop1.jpg,shiyan/data/labels/train/01-PAN-20240421-423-694-L00000010874-CCD22_2_crop1.txt,01-PAN-20240421-423-694-L00000010874-CCD22_2_crop1,01-PAN-20240421-423-694-L00000010874-CCD22_2,867,867,8e707d38160dbf52d05a02c1248694e9aea458e88ffeb3d8a1c1a1c14eb633c2
val,train,shiyan/data/images/train/01-PAN-20240421-423-694-L00000010874-CCD22_2_crop2.jpg,shiyan/data/labels/train/01-PAN-20240421-423-694-L00000010874-CCD22_2_crop2.txt,01-PAN-20240421-423-694-L00000010874-CCD22_2_crop2,01-PAN-20240421-423-694-L00000010874-CCD22_2,812,812,051edce4e32b747c4f9eba85a4af773185a9ce4b284587a4b6440b6782c84f7f
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_1_crop1.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_1_crop1.txt,01-PAN-20240422-253-245-L00000010552-CCD5_1_crop1,01-PAN-20240422-253-245-L00000010552-CCD5_1,811,811,c4412264f6d293faaea48a93dee63dcf0d1825f63e0157d56ec9ea0b25fb468e
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop1.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop1.txt,01-PAN-20240422-253-245-L00000010552-CCD5_2_crop1,01-PAN-20240422-253-245-L00000010552-CCD5_2,851,851,b2e73a4acf7fadbb2a9fdc0b79ca186ab506633f86da072678ef1fead177339d
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop2.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop2.txt,01-PAN-20240422-253-245-L00000010552-CCD5_2_crop2,01-PAN-20240422-253-245-L00000010552-CCD5_2,810,810,ace8c843451c96a6c97c01fde46c68fb15249aa5ebf42d7cd8505d6dc3f906fe
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop3.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_2_crop3.txt,01-PAN-20240422-253-245-L00000010552-CCD5_2_crop3,01-PAN-20240422-253-245-L00000010552-CCD5_2,807,807,15355b10eb82bc6dfea2e7d402940db4a96f9a6f70d639ad8654cc6e3890f794
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_3_crop1.txt,01-PAN-20240422-253-245-L00000010552-CCD5_3_crop1,01-PAN-20240422-253-245-L00000010552-CCD5_3,896,896,9d0edf684ad9714bcbb401ab4504c6728208e0b02f8eff1ed6a09502df443cf6
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_3_crop2.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_3_crop2.txt,01-PAN-20240422-253-245-L00000010552-CCD5_3_crop2,01-PAN-20240422-253-245-L00000010552-CCD5_3,816,816,6ea53570ec90da19de9dbb1a232ab22c31ba3f81cec74cc5ca98468eabd92ec9
train,train,shiyan/data/images/train/01-PAN-20240422-253-245-L00000010552-CCD5_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240422-253-245-L00000010552-CCD5_6_crop1.txt,01-PAN-20240422-253-245-L00000010552-CCD5_6_crop1,01-PAN-20240422-253-245-L00000010552-CCD5_6,813,813,ae799b34229ebec9ace128f190b5b128df1a7c2401ecd2c3a9a40d24fe19ed35
train,train,shiyan/data/images/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop1.txt,01-PAN-20240423-029-368-L00000011028-CCD29_4_crop1,01-PAN-20240423-029-368-L00000011028-CCD29_4,831,831,58bd5b088e647c2ec3e36d99bfe0b69e9d7a29d9e3b94ac4037735c2428d41cd
train,train,shiyan/data/images/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop2.jpg,shiyan/data/labels/train/01-PAN-20240423-029-368-L00000011028-CCD29_4_crop2.txt,01-PAN-20240423-029-368-L00000011028-CCD29_4_crop2,01-PAN-20240423-029-368-L00000011028-CCD29_4,800,800,d8233ff59929c5db7cf7685d1acb2379d12b575f0c13e0f93946d580198777fa
train,train,shiyan/data/images/train/01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1.txt,01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1,01-PAN-20240423-439-569-L00000011168-CCD16_5,883,883,e771e7b6f9c0865e8f7bdb6addcd409d4b112d9254c60d5cf694f783452af016
train,train,shiyan/data/images/train/01-PAN-20240423-439-569-L00000011327-CCD15_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD15_5_crop1.txt,01-PAN-20240423-439-569-L00000011327-CCD15_5_crop1,01-PAN-20240423-439-569-L00000011327-CCD15_5,826,826,be83603ee69352b8ca93e4fc378434c38f77aa7374e11da36338640fe040aca7
train,train,shiyan/data/images/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop1.txt,01-PAN-20240423-439-569-L00000011327-CCD16_5_crop1,01-PAN-20240423-439-569-L00000011327-CCD16_5,822,822,991a63a928ef82313b857a96f92f36403b064549159cb95add195b4de3960b54
train,train,shiyan/data/images/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop2.jpg,shiyan/data/labels/train/01-PAN-20240423-439-569-L00000011327-CCD16_5_crop2.txt,01-PAN-20240423-439-569-L00000011327-CCD16_5_crop2,01-PAN-20240423-439-569-L00000011327-CCD16_5,854,854,bb5c791efbe94edfb3fef85885beb4cf55d89ad96663d0750e78a65f3bc03573
train,train,shiyan/data/images/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop1.jpg,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop1.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop1,01-PAN-20240424-146-259-L00000010574-CCD32_7,809,809,1cb4b96746b4faf65a72027a1c849e8e25b1862d58ff68e2234c332ae8aae9bb
train,train,shiyan/data/images/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop2.jpg,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop2.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop2,01-PAN-20240424-146-259-L00000010574-CCD32_7,857,857,d6a32e7b053e2703311ddefcd2fc1824b1aa23a47d2db3dec320f2ecdced469a
train,train,shiyan/data/images/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop4.jpg,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010574-CCD32_7_crop4.txt,01-PAN-20240424-146-259-L00000010574-CCD32_7_crop4,01-PAN-20240424-146-259-L00000010574-CCD32_7,819,819,e5c01430eaf297203cf520eb10287b973bd45ada20a59c84097874b21fdd5160
val,train,shiyan/data/images/train/01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1.txt,01-PAN-20240424-146-259-L00000010814-CCD11_5_crop1,01-PAN-20240424-146-259-L00000010814-CCD11_5,827,827,c1bab03736c940a613cbf7e394813cc6d19e459352809e8937f690cfbdeab6dc
train,train,shiyan/data/images/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop1.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop1,01-PAN-20240424-146-260-L00000010815-CCD32_3,828,828,0fbf05a64f919de3b32974e18673c25adef8a2246a7a560d59e128715289b5d5
train,train,shiyan/data/images/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop2.jpg,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop2.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop2,01-PAN-20240424-146-260-L00000010815-CCD32_3,808,808,b7d00597e166ec7e5c3cc86e0c73f7b619e6e9ec15dfc1f9c3b50889910c737e
train,train,shiyan/data/images/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop3.jpg,shiyan/data/labels/train/01-PAN-20240424-146-260-L00000010815-CCD32_3_crop3.txt,01-PAN-20240424-146-260-L00000010815-CCD32_3_crop3,01-PAN-20240424-146-260-L00000010815-CCD32_3,896,896,4df3f4b7fe636af94b9dae2eb55d56915776178b585429481d873fbff1d7c553
train,train,shiyan/data/images/train/01-PAN-20240429-304-323-L00000011120-CCD20_2_crop1.jpg,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD20_2_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD20_2_crop1,01-PAN-20240429-304-323-L00000011120-CCD20_2,806,806,dd5734d22a3fb98e0dea2e7d0ec899fcc2eea9b75757cb972d2b18179db04765
train,train,shiyan/data/images/train/01-PAN-20240429-304-323-L00000011120-CCD20_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD20_4_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD20_4_crop1,01-PAN-20240429-304-323-L00000011120-CCD20_4,849,849,dd6c142df2b0655ae70aa1e72cfcea193d010909de36003bb18478104a9107b9
train,train,shiyan/data/images/train/01-PAN-20240429-304-323-L00000011120-CCD21_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240429-304-323-L00000011120-CCD21_3_crop1.txt,01-PAN-20240429-304-323-L00000011120-CCD21_3_crop1,01-PAN-20240429-304-323-L00000011120-CCD21_3,880,880,187326e3f8e827aabd1028d8fcef687a09a2ae1579b89883ecb76136f451590e
val,train,shiyan/data/images/train/01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3.jpg,shiyan/data/labels/train/01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3.txt,01-PAN-20240430-104-336-L00000011523-CCD22_6_crop3,01-PAN-20240430-104-336-L00000011523-CCD22_6,855,855,a14710a73ea568b650a76cc492ebf8dd28900c96f4608b64126dff3ed6b97a4a
train,train,shiyan/data/images/train/01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1.txt,01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1,01-PAN-20240430-104-336-L00000011523-CCD23_4,800,800,4a9df6eb22cd12660f024ffbab5bc5c62721808c73e26319e98215fab19e8e1d
train,train,shiyan/data/images/train/01-PAN-20240430-104-343-L00000011530-CCD26_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-104-343-L00000011530-CCD26_4_crop1.txt,01-PAN-20240430-104-343-L00000011530-CCD26_4_crop1,01-PAN-20240430-104-343-L00000011530-CCD26_4,877,877,acc540cf298c7972333af4a47c0445e69eb1b374c9edd1b2ed2394d54e2b3805
train,train,shiyan/data/images/train/01-PAN-20240430-104-348-L00000011535-CCD29_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-104-348-L00000011535-CCD29_3_crop1.txt,01-PAN-20240430-104-348-L00000011535-CCD29_3_crop1,01-PAN-20240430-104-348-L00000011535-CCD29_3,850,850,dfb298e417c80cd8eb7c34bc5217f6d3e89f72305f586fd73c25a52b0b1368b8
train,train,shiyan/data/images/train/01-PAN-20240430-104-349-L00000011536-CCD22_4_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-104-349-L00000011536-CCD22_4_crop1.txt,01-PAN-20240430-104-349-L00000011536-CCD22_4_crop1,01-PAN-20240430-104-349-L00000011536-CCD22_4,873,873,8226a851c3d413d1e72142f8bbf48125cbc4eb8572de699175f90029d99b0e80
train,train,shiyan/data/images/train/01-PAN-20240430-227-632-L00000011561-CCD30_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-227-632-L00000011561-CCD30_5_crop1.txt,01-PAN-20240430-227-632-L00000011561-CCD30_5_crop1,01-PAN-20240430-227-632-L00000011561-CCD30_5,866,866,166d1bda83d633d4687788af0b70994b39c7de146f10f430042f988db068c1ce
train,train,shiyan/data/images/train/01-PAN-20240430-227-632-L00000011561-CCD30_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240430-227-632-L00000011561-CCD30_6_crop2.txt,01-PAN-20240430-227-632-L00000011561-CCD30_6_crop2,01-PAN-20240430-227-632-L00000011561-CCD30_6,855,855,0fd0f58c99c8eb1cccc22477c278e9cae4b5bf6767d629ff332cd7cc99316d2a
train,train,shiyan/data/images/train/01-PAN-20240430-297-348-L00000011339-CCD16_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240430-297-348-L00000011339-CCD16_6_crop1.txt,01-PAN-20240430-297-348-L00000011339-CCD16_6_crop1,01-PAN-20240430-297-348-L00000011339-CCD16_6,810,810,08bcda4dc1114257b7b88d3d807b5f7c0a3c80503ad8c8f14888e9c430eb743c
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD4_1_crop1,01-PAN-20240506-094-666-L00000011756-CCD4_1,807,807,573a2b6cae267fe3af9b833fa4a404daaff2820a5a2df055e07740f7810d14b1
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop2.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_1_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD4_1_crop2,01-PAN-20240506-094-666-L00000011756-CCD4_1,817,817,4ef939f3d2c30e270abfc0d6d77c8f9ed91857d15befe93c359a79a97babca14
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD4_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD4_3_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD4_3_crop1,01-PAN-20240506-094-666-L00000011756-CCD4_3,891,891,3f96c18a823e2d0042960a00aa430fa61d16eb70de7551b3e9e989ad33cdf30c
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop1,01-PAN-20240506-094-666-L00000011756-CCD8_2,812,812,61486f2c75df458207c65b7ca51b7d93e4cb88360e403bdf651309d58883aaf1
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop2.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop2,01-PAN-20240506-094-666-L00000011756-CCD8_2,878,878,5aaaedfbc2f9049e57498c673de1b0cfcbf496ff2562661212a4e52d97029f00
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop3.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_2_crop3.txt,01-PAN-20240506-094-666-L00000011756-CCD8_2_crop3,01-PAN-20240506-094-666-L00000011756-CCD8_2,815,815,1b41f5397289d6a5e097707008a3bcbaf5ac92ea1b076881c1dd472a3dc1f939
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD8_3_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_3_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_3_crop1,01-PAN-20240506-094-666-L00000011756-CCD8_3,869,869,d1f1f3f067ff21236241375d209587d6c28a18f8c0bcf9d4072622f11a945501
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD8_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD8_5_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD8_5_crop1,01-PAN-20240506-094-666-L00000011756-CCD8_5,829,829,7dccc77c8c24a1cc2c0b0566a4c3cd1d9e3cc046fd466c2d3c5fc596afeaea8e
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop1.txt,01-PAN-20240506-094-666-L00000011756-CCD9_1_crop1,01-PAN-20240506-094-666-L00000011756-CCD9_1,890,890,a2b17eea3cdce4cacf8e8e18dc234b8257b052ea56055d4f2a11e9fc3a91b77c
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop2.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_1_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD9_1_crop2,01-PAN-20240506-094-666-L00000011756-CCD9_1,827,827,514637a8099ceef3a638e5332abed1e4d201cc3d81157098481a01b674492e3c
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop2.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop2.txt,01-PAN-20240506-094-666-L00000011756-CCD9_2_crop2,01-PAN-20240506-094-666-L00000011756-CCD9_2,826,826,bab6a81f0230c568a8b2ba9ef53dde2e9d741abbea66b050d034452b08398e8f
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop3.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000011756-CCD9_2_crop3.txt,01-PAN-20240506-094-666-L00000011756-CCD9_2_crop3,01-PAN-20240506-094-666-L00000011756-CCD9_2,812,812,0a4e14eed4b1c07537d0283dc9583696198718353e4d0ab4ef7861d830d8c6eb
val,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1.txt,01-PAN-20240506-094-666-L00000012249-CCD10_6_crop1,01-PAN-20240506-094-666-L00000012249-CCD10_6,866,866,73565ad2142faf3d6385dded6a0a8ad83be7dfc99525bdf958b6b679d124849f
val,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2.txt,01-PAN-20240506-094-666-L00000012249-CCD10_6_crop2,01-PAN-20240506-094-666-L00000012249-CCD10_6,810,810,2f078ba52249131ef863503e41863e7e1323ddab39d4533b4b9b0301bb51c405
train,train,shiyan/data/images/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240506-094-666-L00000012249-CCD11_6_crop1.txt,01-PAN-20240506-094-666-L00000012249-CCD11_6_crop1,01-PAN-20240506-094-666-L00000012249-CCD11_6,854,854,74f8afc6f88173cca6b02628ed839dca25e12fb91326e2fcc8cfc175463f3b90
