split,image_path,label_path,stem,scene_id,line_no,class_id,class_name,group,x_center,y_center,width_norm,height_norm,x1_norm,y1_norm,x2_norm,y2_norm,width_px,height_px,area_px,area_norm,aspect_ratio,candidate_flags,status
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,1,2,QHS,ship,0.491546,0.118357,0.137681,0.176329,0.42270549999999996,0.030192499999999997,0.5603865,0.20652150000000002,113.99986799999999,146.000412,16644.027695945617,0.024277153049,0.7808188102921243,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,2,2,QHS,ship,0.459541,0.302536,0.182367,0.14372,0.3683575,0.23067600000000005,0.5507245,0.374396,150.999876,119.00016,17969.00940398016,0.02620978524,1.268904814917896,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,3,2,QHS,ship,0.259662,0.448671,0.183575,0.138889,0.1678745,0.37922649999999997,0.35144949999999997,0.5181155,152.0001,115.00009200000001,17480.025484009202,0.025496548175,1.3217389426088457,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,4,2,QHS,ship,0.335749,0.507246,0.227053,0.181159,0.22222250000000002,0.4166665,0.44927550000000005,0.5978255,187.999884,149.999652,28199.91717604037,0.041132694426999995,1.2533354677382853,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,5,2,QHS,ship,0.600845,0.580314,0.288647,0.221014,0.45652149999999997,0.469807,0.7451684999999999,0.690821,238.99971599999998,182.99959199999998,43736.85051611586,0.063795028058,1.3060122888142833,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,6,2,QHS,ship,0.391304,0.743961,0.171498,0.128019,0.30555499999999997,0.6799515,0.477053,0.8079704999999999,142.000344,105.999732,15051.99840790781,0.021955002462000002,1.3396292737796736,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,7,2,QHS,ship,0.434179,0.806159,0.155797,0.134058,0.3562805,0.73913,0.5120775,0.873188,128.99991599999998,111.00002400000001,14318.993771997984,0.020885834226,1.1621611541273178,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,8,2,QHS,ship,0.650362,0.653382,0.269324,0.219807,0.5157,0.5434785,0.7850239999999999,0.7632855000000001,223.000272,182.000196,40586.09321205331,0.059199300468,1.2252749002534042,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,9,3,MS,ship,0.902778,0.882246,0.177536,0.14372,0.81401,0.8103859999999999,0.9915459999999999,0.954106,146.999808,119.00016,17493.00067196928,0.025515473919999997,1.2352908433064294,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,10,3,MS,ship,0.663043,0.343599,0.07971,0.102657,0.6231880000000001,0.2922705,0.702898,0.3949275,65.99988,84.999996,5609.98953600048,0.00818278947,0.7764692130103159,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop7,01-PAN-20240420-113-325-L00000010882-CCD3_5,11,3,MS,ship,0.562802,0.323068,0.103865,0.088164,0.5108695,0.278986,0.6147345000000001,0.36715000000000003,86.00022,72.999792,6277.99817195424,0.009157153860000001,1.1780885622249444,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8,01-PAN-20240420-113-325-L00000010882-CCD3_5,1,3,MS,ship,0.642695,0.703284,0.275198,0.178935,0.505096,0.6138165,0.780294,0.7927515,242.999834,157.999605,38393.87778706557,0.049242554130000005,1.537977477855087,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8,01-PAN-20240420-113-325-L00000010882-CCD3_5,2,3,MS,ship,0.720272,0.473952,0.298981,0.175538,0.5707815,0.386183,0.8697625,0.561721,264.000223,155.000054,40920.048821012046,0.052482526778,1.703226651779102,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8,01-PAN-20240420-113-325-L00000010882-CCD3_5,3,3,MS,ship,0.249717,0.53624,0.248018,0.173273,0.125708,0.44960350000000004,0.373726,0.6228765,218.99989399999998,153.00005900000002,33506.99670299375,0.042974822914000003,1.431371304242438,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8,01-PAN-20240420-113-325-L00000010882-CCD3_5,4,3,MS,ship,0.035108,0.580974,0.070215,0.337486,5.000000000005e-07,0.412231,0.0702155,0.749717,61.999845,298.000138,18475.96236597861,0.02369657949,0.20805307479421367,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop8,01-PAN-20240420-113-325-L00000010882-CCD3_5,5,3,MS,ship,0.569649,0.112118,0.19479,0.101925,0.47225399999999995,0.061155499999999995,0.667044,0.1630805,171.99957,89.999775,15479.92260009675,0.019853970749999998,1.911111111111111,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9,01-PAN-20240420-113-325-L00000010882-CCD3_5,1,3,MS,ship,0.488688,0.688914,0.065611,0.169683,0.4558825,0.6040725,0.5214935,0.7737555,58.000124,149.999772,8700.005375971728,0.011133071313,0.38666808106881656,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9,01-PAN-20240420-113-325-L00000010882-CCD3_5,2,3,MS,ship,0.078054,0.968891,0.156109,0.062217,-5.000000000005e-07,0.9377825,0.15610849999999998,0.9999994999999999,138.000356,54.999828,7589.995843938768,0.009712633653,2.5091052284745325,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9,01-PAN-20240420-113-325-L00000010882-CCD3_5,3,3,MS,ship,0.365385,0.7681,0.153846,0.248869,0.288462,0.6436655,0.44230800000000003,0.8925345,135.999864,220.00019600000002,29919.996735973345,0.038287500174000004,0.6181806492572398,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9,01-PAN-20240420-113-325-L00000010882-CCD3_5,4,3,MS,ship,0.365385,0.309955,0.187783,0.076923,0.2714935,0.2714935,0.45927650000000003,0.34841649999999996,166.000172,67.999932,11288.000407988304,0.014444831709000001,2.441181441181441,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9.txt,01-PAN-20240420-113-325-L00000010882-CCD3_5_crop9,01-PAN-20240420-113-325-L00000010882-CCD3_5,5,3,MS,ship,0.444005,0.707014,0.053167,0.149321,0.4174215,0.6323535,0.47058849999999997,0.7816745,46.999628,131.999764,6203.939804087792,0.007938949607,0.3560584244680922,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1,01-PAN-20240420-113-325-L00000010882-CCD3_6,1,3,MS,ship,0.019362,0.208428,0.038724,0.318907,0.0,0.048974500000000004,0.038724,0.3678815,33.999672000000004,280.000346,9519.919923886513,0.012349354668,0.12142724995061256,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1,01-PAN-20240420-113-325-L00000010882-CCD3_6,2,3,MS,ship,0.080866,0.480638,0.118451,0.241458,0.021640499999999993,0.35990900000000003,0.14009149999999998,0.601367,103.999978,212.000124,22048.00823199727,0.028600941558,0.4905656470276404,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1,01-PAN-20240420-113-325-L00000010882-CCD3_6,3,3,MS,ship,0.821185,0.648633,0.113895,0.301822,0.7642375,0.497722,0.8781325000000001,0.799544,99.99981,264.999716,26499.921250053958,0.03437601669,0.37735817799895305,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop1,01-PAN-20240420-113-325-L00000010882-CCD3_6,4,3,MS,ship,0.454442,0.612756,0.134396,0.369021,0.38724400000000003,0.42824549999999995,0.52164,0.7972665,117.99968799999999,324.000438,38231.95059586334,0.04959494631599999,0.3641960755620954,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,1,3,MS,ship,0.366554,0.578829,0.228604,0.268018,0.252252,0.44482000000000005,0.480856,0.7128380000000001,203.000352,237.99998399999998,48314.08052799436,0.061269986872,0.8529427128028715,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,2,3,MS,ship,0.49268,0.836149,0.201577,0.244369,0.3918915,0.7139645,0.5934685,0.9583335000000001,179.00037600000002,216.999672,38843.02287987668,0.049259169913,0.8248877721805957,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,3,3,MS,ship,0.560811,0.886261,0.20045,0.20045,0.46058599999999994,0.786036,0.661036,0.986486,177.9996,177.9996,31683.857600159994,0.0401802025,1.0,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,4,3,MS,ship,0.716216,0.081644,0.112613,0.163288,0.6599094999999999,0.0,0.7725225,0.163288,100.000344,144.999744,14500.024279911935,0.018388351544,0.6896587624320221,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop2,01-PAN-20240420-113-325-L00000010882-CCD3_6,5,3,MS,ship,0.353604,0.080518,0.132883,0.161036,0.2871625,0.0,0.42004549999999996,0.161036,118.00010400000001,142.99996800000002,16874.011095996677,0.021398946788,0.8251757371022628,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3,01-PAN-20240420-113-325-L00000010882-CCD3_6,1,3,MS,ship,0.180523,0.459026,0.206651,0.089074,0.07719749999999999,0.414489,0.2838485,0.503563,174.000142,75.000308,13050.064242043738,0.018407231174,2.3199923658980173,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3,01-PAN-20240420-113-325-L00000010882-CCD3_6,2,3,MS,ship,0.025534,0.404988,0.051069,0.087886,-5.000000000005e-07,0.361045,0.0510685,0.448931,43.000098,74.000012,3182.007768001176,0.004488250134,0.5810823111758414,edge_touching_box,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop3,01-PAN-20240420-113-325-L00000010882-CCD3_6,3,3,MS,ship,0.552257,0.710808,0.106888,0.33848,0.498813,0.541568,0.605701,0.8800479999999999,89.999696,285.00016,25649.92775995136,0.03617945024,0.31578822973292364,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4.txt,01-PAN-20240420-113-325-L00000010882-CCD3_6_crop4,01-PAN-20240420-113-325-L00000010882-CCD3_6,1,3,MS,ship,0.282338,0.566542,0.343284,0.344527,0.11069599999999999,0.3942785,0.45397999999999994,0.7388055,276.000336,276.999708,76452.0124799019,0.118270606668,0.9963921550415495,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1,01-PAN-20240420-113-325-L00000010882-CCD4_5,1,2,QHS,ship,0.855746,0.586797,0.166259,0.195599,0.7726165,0.48899750000000003,0.9388755,0.6845965,135.99986199999998,159.999982,21759.97547200248,0.032520094140999996,0.8499992331249137,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1,01-PAN-20240420-113-325-L00000010882-CCD4_5,2,3,MS,ship,0.569682,0.441932,0.136919,0.040342,0.5012225,0.421761,0.6381415,0.462103,111.99974200000001,32.999756000000005,3695.964158062953,0.005523586298000001,3.393956670467503,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1,01-PAN-20240420-113-325-L00000010882-CCD4_5,3,2,QHS,ship,0.359413,0.444988,0.273839,0.05868,0.22249349999999998,0.415648,0.49633249999999995,0.47432799999999997,224.000302,48.000240000000005,10752.068256072482,0.01606887252,4.666649625085208,,ok
train,shiyan/data/images/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.jpg,shiyan/data/labels/train/01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1.txt,01-PAN-20240420-113-325-L00000010882-CCD4_5_crop1,01-PAN-20240420-113-325-L00000010882-CCD4_5,4,1,LQS,ship,0.226773,0.808068,0.077017,0.376528,0.1882645,0.619804,0.2652815,0.996332,62.999906,307.99990399999996,19403.965000009022,0.028999056976,0.2045452131050015,,ok
